timestep,Bin_x,Bin_y,Bin_z,B_in_mag,Bout_x,Bout_y,Bout_z,B_out_mag,Bam_x,Bam_y,Bam_z,Bam_mag
6.625,-1.1991,1.5998,1.7843,2.6797,-1.1405,1.5922,1.8002,2.6602,-1.2402,1.5399,1.7101,2.6142
6.6875,-1.2291,1.6685,1.6713,2.6623,-1.1884,1.6137,1.814,2.7031,-1.1898,1.55,1.7095,2.5962
6.75,-1.1548,1.615,1.5593,2.5245,-1.0735,1.6758,1.5974,2.552,-1.1599,1.5502,1.55,2.4801
6.8125,-1.0939,1.6606,1.8664,2.7272,-1.01,1.647,1.8773,2.6938,-1.13,1.61,1.7204,2.6132
6.875,-1.0016,1.6124,1.6828,2.5367,-1.0496,1.6527,1.7634,2.6349,-1.1299,1.57,1.6999,2.5751
6.9375,-1.015,1.7275,1.7322,2.6486,-0.8679,1.7023,1.8995,2.6943,-1.0699,1.6199,1.7098,2.587
7,-1.0409,1.5592,1.6683,2.5096,-0.9992,1.6513,1.7104,2.5789,-1.1203,1.5601,1.6199,2.5126
7.0625,-1.1248,1.7204,1.6476,2.6343,-1.0776,1.8089,1.869,2.8154,-1.2003,1.6702,1.6703,2.6495
7.125,-1.1898,1.6933,1.7527,2.712,-1.1397,1.6284,1.8435,2.7109,-1.2197,1.63,1.7001,2.6523
7.1875,-1.036,1.8043,1.7111,2.6938,-1.0058,1.764,1.8321,2.7349,-1.1099,1.67,1.7099,2.6353
7.25,-1.1083,1.6359,1.7611,2.6469,-1.1167,1.6823,1.7508,2.6725,-1.1703,1.5997,1.6698,2.5917
7.3125,-1.1672,1.5578,1.7114,2.5919,-1.0669,1.6498,1.6927,2.5934,-1.1799,1.5599,1.65,2.559
7.375,-1.1043,1.634,1.8855,2.7285,-1.0611,1.6334,1.8135,2.6613,-1.1801,1.56,1.6902,2.5852
7.4375,-1.2067,1.6421,1.8351,2.7423,-1.0803,1.6738,1.7373,2.6433,-1.1897,1.57,1.73,2.6217
7.5,-0.9714,1.643,1.8081,2.6291,-0.9834,1.7033,1.708,2.6049,-1.0799,1.5701,1.6898,2.5469
7.5625,-1.0864,1.6276,1.6677,2.5711,-1.0811,1.7213,1.7143,2.659,-1.1704,1.5999,1.6701,2.5921
7.625,-1.0751,1.6463,1.6351,2.5573,-1.0445,1.6821,1.6641,2.5864,-1.1796,1.56,1.7001,2.5914
7.6875,-1.0981,1.6813,1.6988,2.6303,-0.972,1.6581,1.7809,2.6202,-1.0799,1.59,1.7101,2.5727
7.75,-1.0837,1.6397,1.8138,2.6744,-1.1173,1.6473,1.8538,2.72,-1.1402,1.5599,1.7399,2.6001
7.8125,-1.0511,1.6709,1.7891,2.6641,-1.123,1.7407,1.7884,2.7367,-1.1199,1.5801,1.68,2.5638
7.875,-1.1244,1.6472,1.7209,2.6342,-0.9868,1.6385,1.7835,2.6153,-1.13,1.59,1.7201,2.6007
7.9375,-1.1394,1.6784,1.777,2.6969,-1.0255,1.7034,1.7785,2.6676,-1.1201,1.6001,1.6595,2.563
8,-1.1619,1.6028,1.7122,2.6174,-1.0431,1.6596,1.675,2.5784,-1.16,1.5895,1.5901,2.5299
8.0625,-0.9046,1.5409,1.7912,2.53,-1.0104,1.5412,1.7777,2.5605,-1.0998,1.47,1.6803,2.4887
8.125,-1.1406,1.6207,1.7461,2.6413,-1.0309,1.7552,1.7662,2.695,-1.1203,1.5904,1.68,2.5704
8.1875,-1.2254,1.4875,1.7668,2.6146,-1.1354,1.6952,1.854,2.7568,-1.1799,1.5596,1.6999,2.5912
8.25,-1.0475,1.6694,1.7152,2.6127,-0.9332,1.5379,1.7006,2.4755,-1.13,1.51,1.6501,2.5059
8.3125,-1.1168,1.5278,1.7879,2.6034,-1.0994,1.6299,1.8266,2.6836,-1.1902,1.5301,1.7301,2.5983
8.375,-1.0578,1.5787,1.7,2.5498,-1.0805,1.5998,1.8046,2.6426,-1.1798,1.54,1.6697,2.5596
8.4375,-1.2081,1.5956,1.6966,2.6237,-1.0546,1.5969,1.7452,2.59,-1.1297,1.5502,1.6701,2.5433
8.5,-0.9942,1.6625,1.7309,2.5978,-0.9855,1.6673,1.7861,2.6346,-1.0699,1.5901,1.6801,2.5487
8.5625,-1.0448,1.6216,1.7565,2.6089,-1.1029,1.6558,1.7766,2.6673,-1.08,1.5598,1.71,2.5541
8.625,-1.0959,1.577,1.7626,2.6066,-0.9578,1.659,1.8298,2.6491,-1.0902,1.5199,1.7001,2.5277
8.6875,-1.1703,1.6408,1.766,2.6797,-1.0421,1.65,1.8549,2.6924,-1.1399,1.5402,1.7299,2.5815
8.75,-1.0435,1.6389,1.7695,2.6279,-0.9843,1.6899,1.7791,2.6438,-1.0697,1.5901,1.6901,2.5553
8.8125,-1.0271,1.6282,1.7978,2.634,-0.9899,1.5937,1.7709,2.5799,-1.0802,1.6001,1.7701,2.6192
8.875,-1.1566,1.6814,1.7686,2.7005,-0.9141,1.7297,1.9544,2.7654,-1.1201,1.6199,1.7098,2.6081
8.9375,-1.0696,1.5696,1.7904,2.6102,-0.9948,1.6124,1.7402,2.5725,-1.1299,1.5395,1.6897,2.5499
9,-0.9838,1.6015,1.7927,2.5974,-1.041,1.613,1.7593,2.6039,-1.1302,1.5002,1.6405,2.4939
9.0625,-1.1748,1.6182,1.8599,2.7309,-1.0732,1.5703,1.9052,2.6921,-1.2002,1.57,1.8203,2.6868
9.125,-1.1739,1.5632,1.7588,2.6296,-1.0992,1.6719,1.834,2.7142,-1.19,1.5403,1.7092,2.5904
9.1875,-1.1285,1.7104,1.7605,2.7016,-1.1051,1.7006,1.7195,2.6589,-1.1998,1.6601,1.6502,2.6303
9.25,-1.1294,1.6645,1.6744,2.6172,-0.9855,1.5999,1.8085,2.608,-1.1298,1.5494,1.6999,2.5626
9.3125,-1.0611,1.5139,1.7083,2.5172,-0.9771,1.6349,1.6223,2.5019,-1.1301,1.5099,1.64,2.4993
9.375,-1.1098,1.5163,1.8093,2.6086,-1.0072,1.5982,1.85,2.6441,-1.1503,1.4799,1.7306,2.5511
9.4375,-1.1479,1.4986,1.8417,2.6373,-1.0962,1.5652,1.8346,2.649,-1.21,1.4598,1.7594,2.5867
9.5,-1.1028,1.4934,1.7004,2.5174,-1.0233,1.5648,1.7783,2.5803,-1.1396,1.4503,1.6199,2.4548
9.5625,-1.0965,1.5818,1.7808,2.6222,-0.9741,1.6018,1.8385,2.6258,-1.1302,1.5605,1.7104,2.5764
9.625,-1.093,1.6938,1.6705,2.6181,-1.0594,1.67,1.8007,2.6747,-1.17,1.5901,1.6898,2.5986
9.6875,-0.9634,1.7219,1.7793,2.6568,-1.01,1.6269,1.7608,2.6014,-1.1198,1.5897,1.69,2.5762
9.75,-1.1454,1.5323,1.7781,2.6118,-1.037,1.5138,1.7527,2.5375,-1.1404,1.4998,1.6802,2.5244
9.8125,-1.1443,1.5354,1.8181,2.6405,-1.1503,1.6381,1.8326,2.7138,-1.1896,1.5303,1.7199,2.5913
9.875,-0.9884,1.5912,1.7195,2.5427,-0.9243,1.674,1.7893,2.6189,-1.07,1.5703,1.67,2.5297
9.9375,-1.1076,1.6199,1.8075,2.6679,-1.0469,1.6529,1.8141,2.6682,-1.1804,1.61,1.7506,2.6552
10,-1.0899,1.5462,1.8977,2.6795,-1.1272,1.6652,1.8919,2.7609,-1.1395,1.5597,1.7999,2.6402
10.0625,-1.0682,1.6197,1.7892,2.6393,-1.0029,1.6366,1.8469,2.6637,-1.0899,1.5604,1.75,2.5856
10.125,-1.0334,1.6573,1.8211,2.6703,-0.9639,1.7243,1.886,2.7312,-1.0798,1.63,1.7798,2.644
10.1875,-1.0136,1.6194,1.7251,2.5741,-1.0209,1.7464,1.8104,2.7147,-1.0704,1.5799,1.6797,2.5423
10.25,-1.0694,1.7567,1.8003,2.7332,-1.0043,1.7393,1.734,2.6534,-1.1702,1.6201,1.7104,2.6305
10.3125,-1.0389,1.6328,1.8055,2.6467,-1.0691,1.731,1.8649,2.76,-1.1298,1.5796,1.76,2.6209
10.375,-1.0172,1.5356,1.7996,2.5751,-1.0722,1.6306,1.8814,2.7107,-1.1402,1.5402,1.7096,2.5681
10.4375,-1.0856,1.6242,1.7371,2.6142,-1.0482,1.6834,1.7618,2.6526,-1.1702,1.6102,1.6903,2.6113
10.5,-1.0563,1.6174,1.7893,2.6332,-1.0176,1.6639,1.7694,2.6334,-1.1797,1.5797,1.7297,2.6228
10.5625,-1.1824,1.5538,1.6369,2.5479,-1.017,1.6421,1.7652,2.6166,-1.12,1.5704,1.6299,2.5253
10.625,-1.1355,1.7135,1.7013,2.6683,-1.0596,1.8622,1.8699,2.8438,-1.1601,1.6501,1.7104,2.6446
10.6875,-0.9952,1.7142,1.7545,2.647,-0.9931,1.6278,1.7451,2.5849,-1.1198,1.5998,1.7098,2.5955
10.75,-1.0692,1.7622,1.8263,2.7539,-1.0566,1.7557,1.9074,2.7995,-1.1201,1.62,1.7002,2.6019
10.8125,-1.0641,1.6334,1.7897,2.6464,-1.0231,1.6154,1.8688,2.6737,-1.1301,1.5899,1.7502,2.6207
10.875,-1.0778,1.639,1.8026,2.6641,-1.0566,1.7189,1.8741,2.7538,-1.1297,1.6002,1.7399,2.6199
10.9375,-1.0533,1.7076,1.8868,2.7541,-0.9146,1.6966,1.8548,2.6749,-1.07,1.5997,1.74,2.5946
11,-1.1313,1.5863,1.6891,2.5786,-0.9829,1.5857,1.9043,2.6658,-1.1404,1.5298,1.7399,2.5822
11.0625,-1.0724,1.6934,1.8018,2.6952,-1.0874,1.5696,1.8533,2.661,-1.1396,1.5401,1.7301,2.5815
11.125,-1.0689,1.5759,1.8449,2.6514,-0.9996,1.6106,1.8036,2.6165,-1.0901,1.5502,1.7802,2.6001
11.1875,-1.0309,1.6924,1.8005,2.6775,-0.975,1.6116,1.8762,2.6586,-1.1299,1.5798,1.7594,2.6207
11.25,-1.1214,1.5455,1.6358,2.5144,-0.9297,1.6844,1.8751,2.6866,-1.0802,1.5098,1.6701,2.4971
11.3125,-1.1484,1.6461,1.8074,2.701,-1.0183,1.5276,1.731,2.5233,-1.2006,1.52,1.7501,2.6105
11.375,-1.0552,1.5964,1.7133,2.5685,-1.0618,1.6031,1.756,2.6041,-1.1896,1.5203,1.7001,2.5723
11.4375,-1.0729,1.6478,1.8288,2.6853,-1.0556,1.6689,1.8987,2.7395,-1.1298,1.5902,1.7802,2.6409
11.5,-1.1367,1.6465,1.7177,2.637,-1.0158,1.6706,1.8255,2.6749,-1.1301,1.5901,1.7298,2.6073
11.5625,-1.0941,1.6471,1.7564,2.6448,-1.0374,1.785,1.8547,2.7753,-1.1298,1.62,1.7703,2.6523
11.625,-1.0547,1.6626,1.9087,2.7422,-1.019,1.704,1.8975,2.7463,-1.1306,1.5796,1.7699,2.6279
11.6875,-1.1863,1.561,1.7988,2.6608,-1.0989,1.6416,1.7676,2.6508,-1.2299,1.5603,1.7091,2.6208
11.75,-0.9184,1.6828,1.6321,2.5177,-1.0664,1.6792,1.688,2.6089,-1.0992,1.6097,1.6002,2.5219
11.8125,-0.9798,1.6102,1.7994,2.6059,-0.9534,1.597,1.7765,2.572,-1.0905,1.4998,1.7303,2.5362
11.875,-1.1607,1.6473,1.5513,2.5431,-1.0958,1.6236,1.7333,2.6155,-1.1703,1.5704,1.6494,2.5605
11.9375,-1.1188,1.6715,1.6458,2.5989,-1.1761,1.544,1.7637,2.6225,-1.1598,1.5802,1.6402,2.5559
12,-1.0694,1.6622,1.7679,2.6518,-1.093,1.686,1.7626,2.6729,-1.1603,1.6096,1.6802,2.6
12.0625,-1.1636,1.6315,1.8063,2.6978,-1.0449,1.6412,1.8395,2.6775,-1.1997,1.4795,1.7001,2.5532
12.125,-1.1246,1.5715,1.7236,2.5894,-0.9629,1.6135,1.7318,2.5553,-1.0893,1.5207,1.6998,2.5275
12.1875,-1.0058,1.6523,1.7379,2.6004,-0.9282,1.6806,1.7356,2.5881,-1.0705,1.5799,1.6803,2.5427
12.25,-1.1061,1.5923,1.8797,2.7004,-1.0897,1.6952,1.876,2.7533,-1.1399,1.5197,1.74,2.5762
12.3125,-1.0394,1.6209,1.6897,2.5618,-0.8564,1.7237,1.7942,2.6313,-1.0699,1.5505,1.6696,2.5172
12.375,-0.984,1.607,1.6347,2.4946,-0.9696,1.6391,1.7298,2.5727,-1.0998,1.6203,1.6397,2.5541
12.4375,-0.9417,1.6542,1.6735,2.5346,-0.967,1.7537,1.6381,2.5873,-1.0506,1.6097,1.6,2.5009
12.5,-1.1292,1.562,1.6252,2.5212,-1.2095,1.7138,1.6954,2.6971,-1.2205,1.5803,1.6402,2.584
12.5625,-1.0659,1.5999,1.7205,2.5799,-1.1529,1.7942,1.7397,2.7523,-1.1597,1.6399,1.6706,2.6125
12.625,-1.0414,1.7221,1.7697,2.6799,-1.0218,1.6724,1.7985,2.66,-1.18,1.58,1.7396,2.6296
12.6875,-1.0444,1.7402,1.579,2.5715,-1.0058,1.6262,1.7568,2.5966,-1.1397,1.6403,1.6097,2.5653
12.75,-1.1048,1.7107,1.7253,2.669,-0.9975,1.7206,1.6689,2.5963,-1.1095,1.6198,1.6701,2.5777
12.8125,-1.0308,1.5854,1.7017,2.544,-0.928,1.6349,1.7081,2.54,-1.0502,1.5995,1.6199,2.5071
12.875,-1.1237,1.6055,1.7182,2.6063,-1.161,1.6757,1.7762,2.7038,-1.1302,1.5505,1.6803,2.5505
12.9375,-1.0396,1.7424,1.7698,2.6924,-1.0215,1.796,1.7993,2.7398,-1.1,1.67,1.6903,2.6184
13,-1.1912,1.6076,1.8202,2.7049,-1.0203,1.5739,1.8375,2.6257,-1.1298,1.5494,1.7295,2.5823
13.0625,-1.007,1.5702,1.7054,2.5274,-1.0363,1.6254,1.7171,2.5815,-1.0497,1.6007,1.5997,2.4946
13.125,-0.9867,1.6249,1.7435,2.5795,-1.0939,1.7347,1.7932,2.7242,-1.1007,1.6601,1.6806,2.6061
13.1875,-1.1805,1.7527,1.6665,2.6912,-1.0065,1.7349,1.7894,2.688,-1.1599,1.6398,1.6795,2.6182
13.25,-0.978,1.6429,1.6924,2.5534,-0.8845,1.787,1.7567,2.6574,-1.0998,1.6198,1.6302,2.5477
13.3125,-1.0826,1.6613,1.632,2.5682,-0.9878,1.6675,1.7646,2.6211,-1.1099,1.6103,1.6899,2.5847
13.375,-0.9821,1.6931,1.6502,2.5601,-0.9631,1.7225,1.6656,2.5824,-1.0904,1.6497,1.62,2.5563
13.4375,-1.1426,1.607,1.7105,2.6103,-1.0702,1.5755,1.8659,2.6663,-1.1801,1.5598,1.7003,2.5917
13.5,-1.0649,1.5974,1.7174,2.5759,-1.0209,1.6659,1.7976,2.655,-1.1097,1.5999,1.6799,2.5717
13.5625,-1.0887,1.6149,1.8336,2.675,-1.0803,1.5872,1.8112,2.6395,-1.1401,1.5298,1.7102,2.5622
13.625,-1.0366,1.5693,1.5838,2.4588,-1.1296,1.681,1.7683,2.6886,-1.1201,1.5806,1.6794,2.5638
13.6875,-1.1372,1.6661,1.6298,2.5933,-1.1568,1.7574,1.6753,2.6894,-1.1498,1.6302,1.5996,2.557
13.75,-1.0521,1.7338,1.6089,2.5887,-0.9626,1.7125,1.6549,2.5686,-1.1002,1.6297,1.6004,2.5353
13.8125,-1.0607,1.712,1.6705,2.6166,-1.0079,1.567,1.7522,2.5577,-1.17,1.59,1.6703,2.5859
13.875,-1.0658,1.6838,1.6618,2.5947,-0.968,1.6484,1.835,2.6498,-1.0999,1.6304,1.6496,2.5669
13.9375,-1.0224,1.8071,1.6839,2.6733,-1.0815,1.716,1.6044,2.5862,-1.1501,1.65,1.6304,2.5891
14,-1.0235,1.6752,1.7607,2.637,-0.9867,1.8066,1.6664,2.6484,-1.11,1.6298,1.7,2.6035
14.0625,-0.9878,1.5892,1.6642,2.5042,-1.032,1.5534,1.7927,2.5868,-1.1603,1.5894,1.6603,2.5747
14.125,-1.0537,1.5451,1.7695,2.5746,-1.1297,1.5714,1.8596,2.6839,-1.1396,1.5301,1.75,2.5889
14.1875,-1.0867,1.6651,1.7491,2.6482,-1.0893,1.7048,1.6292,2.5975,-1.1102,1.6107,1.6496,2.5589
14.25,-1.0778,1.7241,1.7907,2.7094,-1.0206,1.7783,1.7947,2.7249,-1.15,1.6501,1.68,2.6206
14.3125,-1.0581,1.8286,1.6992,2.7111,-0.9542,1.7949,1.7271,2.6674,-1.0997,1.6296,1.6298,2.5537
14.375,-1.0559,1.5795,1.7422,2.5778,-1.0394,1.6405,1.7506,2.6146,-1.1206,1.5595,1.6704,2.5452
14.4375,-1.0236,1.5977,1.7243,2.5639,-1.0821,1.5125,1.8439,2.6189,-1.1798,1.5405,1.6798,2.5664
14.5,-1.0369,1.557,1.7095,2.5341,-0.9884,1.6945,1.7569,2.6335,-1.0998,1.6202,1.6296,2.5476
14.5625,-1.103,1.6585,1.7182,2.6304,-1.0249,1.7479,1.7317,2.6654,-1.1605,1.6003,1.6409,2.5691
14.625,-1.0358,1.6522,1.801,2.6545,-1.0991,1.7732,1.9783,2.8751,-1.1495,1.6904,1.7599,2.6974
14.6875,-1.0356,1.748,1.7419,2.6762,-1.0137,1.8077,1.7471,2.7107,-1.0898,1.6799,1.6497,2.5945
14.75,-1.0727,1.7316,1.7265,2.6702,-1.0493,1.7238,1.7468,2.669,-1.1,1.6798,1.6999,2.6309
14.8125,-1.0632,1.7216,1.6192,2.5916,-0.9104,1.6379,1.7052,2.5336,-1.0901,1.6401,1.6096,2.5434
14.875,-1.0986,1.8105,1.7252,2.7315,-1.0095,1.7487,1.6251,2.5919,-1.1404,1.6902,1.6403,2.6169
14.9375,-1.159,1.6891,1.7175,2.6732,-0.9906,1.7743,1.7683,2.6938,-1.1497,1.6595,1.6501,2.6074
15,-1.0353,1.6597,1.7697,2.6378,-0.9397,1.6697,1.8132,2.6379,-1.1101,1.6198,1.6803,2.5845
15.0625,-1.1782,1.5882,1.6413,2.5699,-1.092,1.6551,1.836,2.7024,-1.16,1.6098,1.6898,2.6063
15.125,-1.0636,1.5845,1.7132,2.5645,-1.005,1.6904,1.7863,2.6568,-1.1097,1.5798,1.6498,2.5395
15.1875,-1.0264,1.6142,1.6948,2.5557,-0.9984,1.6398,1.7454,2.5946,-1.1099,1.5904,1.6398,2.5397
15.25,-0.9726,1.7457,1.6816,2.6118,-1.0943,1.7624,1.6458,2.6481,-1.0902,1.6402,1.5999,2.5374
15.3125,-1.0655,1.6124,1.6162,2.5194,-1.0739,1.7607,1.6715,2.6547,-1.1503,1.6195,1.6099,2.5569
15.375,-1.1498,1.6823,1.6643,2.631,-1.0765,1.6666,1.6361,2.5716,-1.1603,1.5701,1.5903,2.518
15.4375,-1.2018,1.6949,1.769,2.7288,-1.1277,1.746,1.7014,2.6861,-1.2101,1.61,1.6809,2.6233
15.5,-1.1423,1.5996,1.7542,2.6346,-1.1786,1.6785,1.8485,2.7611,-1.1694,1.5699,1.7094,2.5989
15.5625,-1.0101,1.6982,1.7369,2.6308,-0.9137,1.6931,1.7704,2.6145,-1.0994,1.6205,1.6201,2.5415
15.625,-1.0804,1.6498,1.8664,2.7152,-0.8996,1.7768,1.8604,2.7253,-1.0602,1.6398,1.7207,2.6026
15.6875,-1.0275,1.6173,1.7705,2.6088,-1.0374,1.6993,1.6671,2.5967,-1.1204,1.5997,1.689,2.582
15.75,-1.1396,1.6077,1.6384,2.5628,-1.0643,1.5931,1.7205,2.575,-1.0994,1.59,1.5797,2.4965
15.8125,-1.067,1.7142,1.7248,2.6555,-0.9647,1.8376,1.6849,2.6733,-1.0502,1.6208,1.6203,2.521
15.875,-1.1922,1.6919,1.5515,2.5867,-1.1021,1.8192,1.6316,2.6807,-1.1205,1.7202,1.5996,2.6026
15.9375,-1.081,1.6682,1.6228,2.5661,-0.9997,1.8197,1.8375,2.7726,-1.13,1.6595,1.5903,2.5613
16,-1.0811,1.7937,1.6712,2.6794,-0.9362,1.6712,1.6679,2.5399,-1.14,1.6706,1.6401,2.6039
16.0625,-1.0721,1.7727,1.671,2.6616,-1.0524,1.8012,1.6234,2.6434,-1.1197,1.7199,1.5996,2.602
16.125,-1.0847,1.7376,1.6683,2.6418,-0.9029,1.7618,1.6363,2.5684,-1.0796,1.6802,1.5695,2.5401
16.1875,-1.0517,1.8489,1.5844,2.6523,-1.0157,1.8836,1.5875,2.6645,-1.0605,1.7295,1.5304,2.5413
16.25,-1.0264,1.6626,1.6529,2.5592,-1.0021,1.7497,1.7115,2.6447,-1.1505,1.6097,1.6306,2.5639
16.3125,-1.042,1.6781,1.7071,2.6107,-1.0402,1.7548,1.6688,2.6356,-1.1294,1.6907,1.6299,2.6058
16.375,-0.9092,1.7499,1.6724,2.5857,-0.9403,1.8179,1.7806,2.7128,-1.0802,1.6898,1.6297,2.5842
16.4375,-1.1275,1.7902,1.6787,2.7008,-1.0658,1.7808,1.7015,2.6837,-1.13,1.6798,1.5799,2.568
16.5,-1.1009,1.6849,1.631,2.5906,-0.9182,1.7803,1.7707,2.6736,-1.0899,1.6499,1.6103,2.5501
16.5625,-1.1856,1.7298,1.6606,2.6749,-0.9572,1.7304,1.6709,2.5889,-1.1303,1.6703,1.5892,2.5677
16.625,-1.0626,1.6867,1.602,2.5574,-0.9732,1.8202,1.6213,2.6247,-1.1199,1.6798,1.51,2.5211
16.6875,-1.1444,1.6524,1.5667,2.5485,-0.8987,1.6828,1.664,2.5315,-1.1406,1.6193,1.5703,2.5276
16.75,-1.235,1.5974,1.6764,2.6244,-1.1605,1.7598,1.6706,2.6897,-1.2,1.5804,1.5498,2.5178
16.8125,-1.1255,1.6917,1.6012,2.5869,-1.0324,1.6356,1.5689,2.4905,-1.1292,1.6398,1.5501,2.5233
16.875,-0.9839,1.6287,1.5634,2.4627,-0.9197,1.6523,1.6868,2.534,-1.049,1.57,1.5602,2.4494
16.9375,-0.9587,1.636,1.5857,2.4719,-0.9711,1.7483,1.6223,2.5752,-0.9804,1.6301,1.5594,2.4597
17,-0.973,1.6216,1.5011,2.4145,-0.9635,1.6693,1.6514,2.5381,-1.0905,1.5594,1.5006,2.4234
17.0625,-1.0462,1.6259,1.6635,2.5506,-0.976,1.6842,1.7504,2.6178,-1.0598,1.5705,1.6405,2.5062
17.125,-1.0571,1.7175,1.7166,2.6484,-0.9287,1.8589,1.6865,2.6762,-1.0903,1.6203,1.5795,2.5118
17.1875,-1.0327,1.6374,1.5925,2.5067,-1.0881,1.792,1.6123,2.6447,-1.0898,1.6299,1.5797,2.5179
17.25,-1.0989,1.694,1.605,2.5794,-0.946,1.7522,1.6489,2.5854,-1.0904,1.6098,1.5303,2.4743
17.3125,-1.1407,1.7434,1.6039,2.6293,-1.0439,1.7037,1.7563,2.6603,-1.1504,1.6,1.6202,2.5512
17.375,-1.0637,1.6685,1.6537,2.5788,-0.9874,1.7157,1.5808,2.5333,-1.1395,1.61,1.5393,2.502
17.4375,-1.0554,1.6799,1.5244,2.502,-0.9414,1.6929,1.6089,2.5181,-1.0899,1.6102,1.5405,2.4807
17.5,-1.017,1.677,1.6837,2.5849,-0.9983,1.7174,1.7165,2.6253,-1.1408,1.6402,1.6005,2.5599
17.5625,-1.1262,1.6125,1.6117,2.5429,-1.1295,1.7904,1.7117,2.7223,-1.2,1.6295,1.6199,2.5922
17.625,-1.0933,1.5976,1.65,2.5436,-1.0632,1.6658,1.6733,2.5894,-1.1494,1.5902,1.5793,2.5188
17.6875,-1.1522,1.7111,1.5722,2.5937,-1.0912,1.8028,1.6328,2.6658,-1.1302,1.6297,1.5405,2.5112
17.75,-1.0991,1.6366,1.6801,2.5902,-1.0223,1.5486,1.7149,2.5267,-1.1704,1.5602,1.6405,2.5486
17.8125,-1.0736,1.6951,1.6899,2.6233,-1.0987,1.744,1.7092,2.6776,-1.1898,1.6503,1.6199,2.6007
17.875,-1.0873,1.6743,1.647,2.5881,-0.9951,1.6565,1.8061,2.645,-1.1496,1.6203,1.6501,2.5826
17.9375,-1.0365,1.7147,1.6592,2.6014,-1.0168,1.9222,1.7025,2.7617,-1.1301,1.7,1.6402,2.6187
18,-1.117,1.6125,1.6871,2.5874,-1.0722,1.6679,1.8111,2.6855,-1.1602,1.6093,1.6698,2.5931
18.0625,-0.9993,1.7094,1.6408,2.5715,-1.0435,1.6851,1.6686,2.5908,-1.1496,1.61,1.5992,2.5439
18.125,-1.0261,1.6329,1.6598,2.5445,-0.9711,1.6248,1.6483,2.5099,-1.0994,1.5799,1.5702,2.484
18.1875,-1.0661,1.6308,1.7634,2.6279,-0.8869,1.6466,1.6528,2.496,-1.091,1.6208,1.5898,2.5188
18.25,-1.1311,1.7627,1.5933,2.6316,-1.1623,1.778,1.657,2.6941,-1.2305,1.6698,1.5605,2.5957
18.3125,-1.0702,1.7701,1.6336,2.6358,-1.1304,1.7714,1.7614,2.742,-1.1591,1.5993,1.6399,2.5672
18.375,-1.1624,1.7331,1.7062,2.6955,-0.997,1.6575,1.7284,2.5939,-1.1406,1.6007,1.5599,2.5093
18.4375,-1.1182,1.7079,1.7158,2.6667,-1.0373,1.7815,1.683,2.6612,-1.1896,1.6801,1.6406,2.6324
18.5,-1.07,1.7101,1.6781,2.624,-1.0035,1.6714,1.7946,2.6497,-1.0996,1.6295,1.6196,2.5471
18.5625,-1.0909,1.6418,1.6973,2.6012,-1.0749,1.7012,1.7008,2.6348,-1.1404,1.6096,1.579,2.5267
18.625,-1.0801,1.6537,1.5179,2.491,-0.9834,1.6642,1.5588,2.4832,-1.1401,1.5703,1.4697,2.4343
18.6875,-1.0847,1.6815,1.5971,2.5603,-1.0951,1.7138,1.6957,2.648,-1.1805,1.6401,1.5513,2.5476
18.75,-1.0469,1.7188,1.6656,2.6123,-1.0682,1.6862,1.6147,2.5674,-1.1996,1.6,1.6199,2.5736
18.8125,-1.1138,1.6492,1.6335,2.5746,-1.0035,1.8051,1.6508,2.6439,-1.1397,1.6295,1.58,2.5398
18.875,-1.1002,1.542,1.6488,2.5113,-0.9778,1.6294,1.8002,2.6176,-1.1706,1.5504,1.6304,2.5362
18.9375,-1.0706,1.8041,1.64,2.6628,-1.0204,1.7406,1.725,2.6545,-1.1893,1.6807,1.6197,2.6196
19,-1.1237,1.7275,1.6386,2.6329,-0.9353,1.6846,1.7158,2.58,-1.0896,1.6295,1.5998,2.5302
19.0625,-1.0604,1.7302,1.7557,2.6834,-1.0552,1.6839,1.7446,2.6443,-1.1408,1.6505,1.5902,2.5602
19.125,-1.1344,1.6384,1.6563,2.5912,-1.1585,1.7071,1.7714,2.7192,-1.1904,1.6491,1.6096,2.5938
19.1875,-1.1184,1.6459,1.6442,2.5813,-1.1872,1.6579,1.6018,2.593,-1.1995,1.5704,1.55,2.5115
19.25,-1.1129,1.63,1.6309,2.5603,-1.0375,1.7312,1.6916,2.6334,-1.14,1.6597,1.6,2.5718
19.3125,-1.1843,1.5903,1.6249,2.5636,-1.0989,1.6546,1.558,2.5244,-1.2108,1.5296,1.5498,2.4914
19.375,-1.2025,1.6311,1.6783,2.6312,-1.1724,1.7511,1.6377,2.6689,-1.2401,1.6415,1.5906,2.6005
19.4375,-1.0374,1.7396,1.6573,2.617,-1.1261,1.7868,1.6989,2.7106,-1.2295,1.6896,1.5993,2.6314
19.5,-1.0838,1.6434,1.6056,2.5403,-1.085,1.6298,1.5256,2.4821,-1.1799,1.6296,1.5097,2.5153
19.5625,-1.1356,1.6163,1.6043,2.5448,-1.0765,1.7343,1.5891,2.5868,-1.1897,1.6197,1.5402,2.532
19.625,-1.0452,1.7436,1.5155,2.5356,-1.049,1.6748,1.6926,2.602,-1.1399,1.5801,1.5198,2.471
19.6875,-0.9264,1.6701,1.5416,2.4544,-1.0899,1.7645,1.6509,2.6508,-1.1805,1.6406,1.5302,2.5351
