iteration,dKx,dKy,dKz,rmse_neubauer_x,rmse_neubauer_y,rmse_neubauer_z,rmse_B2_x,rmse_B2_y,rmse_B2_z,rmse_B1_x,rmse_B1_y,rmse_B1_z,rmse_B0_x,rmse_B0_y,rmse_B0_z,rmse_waicup_x,rmse_waicup_y,rmse_waicup_z,rmse_ramen_x,rmse_ramen_y,rmse_ramen_z,rmse_hog_x,rmse_hog_y,rmse_hog_z,rmse_ubss_x,rmse_ubss_y,rmse_ubss_z,snr_neubauer_x,snr_neubauer_y,snr_neubauer_z,snr_B2_x,snr_B2_y,snr_B2_z,snr_waicup_x,snr_waicup_y,snr_waicup_z,snr_hog_x,snr_hog_y,snr_hog_z,snr_ramen_x,snr_ramen_y,snr_ramen_z,snr_ubss_x,snr_ubss_y,snr_ubss_z
0,0.24048601722493526,1.4538590232055608,1.2714749048951444,0.040603061269047926,0.04127309233295052,0.041185354985031696,0.18393708719891935,0.1402933375569655,0.2740108062233762,0.3354309782555742,0.2283161348049224,0.5113793356751567,0.6738830636619747,0.3847477212446094,1.0585111520637611,7.7573359066957845,9.69596096169726,1.655733369019291,0.13875366424757007,0.047907583407456045,0.08869252261939692,0.17851674446631055,0.12896566073275878,0.12318184990860184,0.12058136019918612,0.1983180408824527,0.4853160944325676,75.46824540258739,74.73612531947364,62.9981403130173,62.346034876159976,64.10872455754243,46.53764277473128,29.845169019953453,27.317648335420927,30.91318855562843,62.60584180778348,64.83998375018767,53.48206214701367,64.79453175328389,73.44138021278808,56.335256437048244,66.01381740077517,61.1022210298036,41.57250270584075
1,5.609261745783061,1.1670305041207658,1.0091593812338397,0.045602775570699514,0.07559515383919223,0.0752279725346711,0.24333672980969306,0.4098105216237386,0.634675092986407,0.44110562500813705,0.7404712299144949,1.0803802133749907,0.894756996013412,1.4375758311548366,1.9633106957040696,4.210825498031616,7.668232333887517,1.7219844343417345,0.18439554033310007,0.1641337605617874,0.398699962590222,0.23916954185884207,0.3981792392405878,0.6196183254014271,0.77539593267572,127.91216083180336,0.7939720873036884,74.45959544372911,69.47958639684582,57.76540943863978,59.91526762585767,54.79780341158388,39.24196747888058,35.15207609019373,29.35556024521358,30.57241215748232,60.06530353939368,55.047893250400506,39.450511511816316,62.324412705945214,62.745507100854205,43.280072686944266,49.84895059985667,4.911228788947813,37.29689189038807
2,0.4959737821648153,0.19409876037428034,1.31168491408688,0.04264674816874288,0.04444270221618564,0.0469150013483753,0.15505918925098577,0.18641868478519963,0.27327040088600585,0.2788725190996907,0.34299082120642954,0.4505592661374992,0.5505095100547475,0.6881738165199193,0.7994948798118509,3.937388197015743,5.00932384971604,1.8347357895214624,0.11943809214686944,0.022337648966426794,0.16909762807554005,0.1512999143750142,0.17961232208778974,0.2579845848000228,0.413802762883587,0.07737990495603625,0.2054617843225517,75.041702538903,74.09345635738079,61.866761922325495,63.82947079435512,61.63967670783251,46.56114470714868,35.73525626998358,33.053883311043194,30.021525931851404,64.04264732686525,61.96274294832559,47.06112145324559,66.096563820983,80.0687162650653,50.73024626895566,55.303553250887774,69.2769016613943,49.03837547713782
3,0.8282100484336051,97.3761653179754,2.0634354879788983,0.047922942511736046,0.0621487322650419,0.054396164653572075,0.242252075757608,0.3481744808122242,0.7210145017195143,0.44918817675569195,0.6258783265494199,1.358660972272387,0.9574437161263659,1.2898357375088065,2.8177002750491793,6.49159610869591,9.274073393076224,1.8420715239105996,0.18049340714661077,0.1705547119911423,0.22213536592407707,0.2305723140501763,0.31809930196773717,0.7190592854852017,2.6808432959323523,2.8853620169205225,2.809491470210641,74.02855144630658,71.18082001735314,60.58163099142416,59.954070831172515,56.2135267672456,38.134116590300636,31.392391146744853,27.704054930645448,29.9868668059138,60.38327780736506,56.99821117844195,38.157702607928435,62.510194109188205,62.412191053293654,48.360642433326205,39.07399239592565,37.84545929209926,26.32044222743854
4,0.31734506714064487,1.1174861143714925,0.9413927595157895,0.047455551969181775,0.05925789329459003,0.05262579858162575,0.16691687026061763,0.4116827577507308,0.4242226647375835,0.280209663362981,0.764439696865893,0.7241059071597266,0.4909497650699465,1.5884398595355411,1.3612620678246519,4.44237366169554,4.959914014393043,2.523178128517436,0.1443333218365065,0.1395817658375978,0.25283329851265596,0.1546465423298165,0.4040978945842155,0.4073582021260125,0.08231196986333932,0.6624604116202396,1.4027829473473594,74.11368038840641,71.59454134823,60.86902260140445,63.18941631234648,54.758211938495585,42.74111923239957,34.687119259897386,33.139982548841274,27.254038356446717,63.85261668655044,54.91973374635373,43.0934672807878,64.4520888309327,64.15289173544798,47.236311173375604,69.3301610675871,50.62626689816905,32.35318702866373
5,5.37991116429449,1.956771299594654,4.572245952462135,0.04279832081034278,0.04571970445736506,0.059876381661113615,0.2523227197719376,0.35077065264627455,1.0982766352149145,0.4809930784613278,0.7047621789543738,1.993237421769731,1.0323496337017857,1.638101244397712,3.9394492119103646,4.51209462597142,8.073102404751252,2.35262410693111,0.176909024758187,0.22286328770964964,0.4399853930099436,0.2481664624505912,0.34214861098499083,1.080306316783777,0.41142585713144136,1.068864062916591,1.389828063122182,75.01088637516693,73.84739721335872,59.74788562555821,59.60029382683393,56.149000484250855,34.47876169520632,34.55185699306998,28.908656272295538,27.861945728263002,59.74455917197616,56.365169875669345,34.622058274964914,62.68442120413306,60.08869484040144,42.42423141186205,55.35358932000957,46.471015988938575,32.4337750528653
6,17.146489542251462,7.327738538007877,0.1693075117735755,0.04555996317153483,0.04659446442227825,0.04705388847773903,0.3210868914376341,0.14232524916173708,0.5971555276090437,0.5506209408277437,0.26748868569628886,1.074644113216377,1.0105373248804597,0.5756820660832392,2.113884221203293,2.6844205485128305,6.356089020545204,2.0684402147107,0.2665397015396949,0.06448082440030412,0.24112933318095534,0.30960862283728474,0.10071441203275662,0.5337727407070485,0.5223585560439667,0.19710766322758622,0.7540740175189867,74.46775368484282,73.68277901798196,61.84108620861914,57.50696945975142,63.98382644478609,39.77124745052937,39.06240988046075,30.98566607817494,28.980137130088444,57.82316001946984,66.98763306682203,40.74586876540237,59.124182830154766,70.86085387293028,47.64799568219418,53.280046718010546,61.155395314912646,37.744717046522034
7,3.4161592190950483,2.6281384463705457,0.40283767368935525,0.049430593614411975,0.04977672579013875,0.057115431628742275,0.0804563539411124,0.16114768394646584,0.43792237357301433,0.130019056771725,0.29981973344820745,0.761612874140521,0.22327261661028064,0.6345732544659972,1.4137043274019865,4.867558765867776,5.698373174935527,2.6353134827972937,0.07121036492812896,0.08800724859196209,0.22173383374589928,0.07838089484922095,0.15331221740937323,0.4252047140979169,0.14399445577958195,0.3074767249391868,0.6126702800117664,73.75950445262029,73.10893897600386,60.15792732194309,69.52821401854735,62.904984138271175,42.46505390556058,33.89319690281682,31.934447762383662,26.876350905794574,69.75521662434603,63.337930199548325,42.72103517018067,70.58855674408878,68.15909662700332,48.376357266163154,64.47250555631429,57.2932205689649,39.54846031167521
8,0.478724012390237,26.15469256974422,3.353919044505007,0.04752922114336975,0.05685267097814951,0.05160308897622605,0.21008519099766493,0.2554227119833341,0.4807247061343209,0.35997696937691925,0.4653360098399695,0.8087320472603207,0.6591184118308664,0.9351647550325606,1.4536036408404305,3.230377917973379,4.646296073465886,4.243551162272664,0.17478601207662442,0.08863734087267157,0.28102501699385257,0.19987728163909,0.25080662179975294,0.46780960542641103,12.602137046812352,0.3303092386659944,0.8050715617065967,74.10020701948505,71.95444804120969,61.03948259716123,61.19151217441733,58.90427526517614,41.655067732721854,37.454354314032166,33.707327887157504,22.738407733095837,61.62415228491814,59.06268552925194,41.89161388854405,62.78928749970446,68.09713112621566,46.318096930246284,25.630537007573547,56.67105108106057,37.17630686671327
9,1.3554265687672593,0.9242660490037573,0.4480399975346722,0.04813821362773348,0.04587003054697739,0.04790436429787628,0.2079477101275308,0.22204535791159696,0.9335498836606281,0.38330033763573496,0.3907808663522576,1.6582842231300758,0.8064016849587311,0.7584865201937341,3.236734115392703,4.6546702845966355,11.45849855247674,1.8713152751458098,0.15426125407755822,0.061438006512014164,0.4070610734381698,0.20407103441323446,0.2196485287549829,0.9059192958726485,0.46399429961460714,0.11032468097510455,1.3621973233964857,73.98962157369112,73.81888491344851,61.685494958185416,61.28033812421289,60.120631535861826,35.89024600195732,34.281642512011686,25.86691121602549,29.850057332033128,61.443793654211234,60.2148995278424,36.15120638262041,63.874283818375865,71.28072318771675,43.09980511483189,54.30916807016864,66.19601189491485,32.60819613329659
