TIME_UTC                 BISX        BISY       BISZ       BIST         BOSX      BOSY       BOSZ       BOST      dBX        dBY        dBZ        dBT                                                 
2006-06-09T01:43:23.388   -597.168   -630.999   1799.533   1998.272      8.180    111.214    134.706    174.874   -605.348   -742.213   1664.827   1920.671
2006-06-09T01:43:23.396   -592.032   -633.215   1801.842   1999.524      8.991    110.723    135.408    175.145   -601.023   -743.938   1666.434   1921.373
2006-06-09T01:43:23.404   -587.392   -630.299   1793.515   1989.724      9.208    110.468    133.487    173.513   -596.600   -740.767   1660.028   1913.207
2006-06-09T01:43:23.412   -594.800   -629.477   1793.434   1991.591      7.868    110.351    133.184    173.139   -602.668   -739.827   1660.250   1914.937
2006-06-09T01:43:23.419   -596.224   -632.944   1801.058   1999.978      8.423    110.189    134.879    174.370   -604.647   -743.133   1666.179   1921.978
2006-06-09T01:43:23.427   -589.056   -632.760   1799.128   1996.055      9.262    110.403    134.511    174.263   -598.318   -743.162   1664.617   1918.652
2006-06-09T01:43:23.435   -590.400   -629.074   1791.499   1988.411      8.162    110.590    132.800    173.010   -598.562   -739.664   1658.699   1912.240
2006-06-09T01:43:23.443   -596.784   -630.356   1795.646   1994.454      7.501    110.426    133.585    173.479   -604.285   -740.782   1662.062   1917.386
2006-06-09T01:43:23.451   -594.496   -633.458   1801.850   2000.339      7.991    110.187    135.231    174.621   -602.487   -743.645   1666.618   1921.878
2006-06-09T01:43:23.459   -589.184   -631.881   1796.380   1993.337      8.385    109.966    133.790    173.386   -597.569   -741.847   1662.589   1916.150
2006-06-09T01:43:23.466   -592.960   -629.286   1791.524   1989.261      7.925    110.413    132.536    172.684   -600.885   -739.699   1658.988   1913.233
2006-06-09T01:43:23.474   -596.032   -631.982   1798.549   1997.357      7.905    110.253    134.144    173.818   -603.937   -742.236   1664.406   1919.870
2006-06-09T01:43:23.482   -592.144   -632.720   1800.148   1997.874      8.482    110.275    134.503    174.137   -600.626   -742.995   1665.645   1920.199
2006-06-09T01:43:23.490   -589.920   -630.015   1793.302   1990.190      8.662    110.694    132.864    173.150   -598.582   -740.708   1660.438   1914.158
2006-06-09T01:43:23.498   -593.920   -629.918   1793.845   1991.838      8.286    110.986    133.105    173.504   -602.206   -740.904   1660.740   1915.632
2006-06-09T01:43:23.505   -594.976   -631.430   1799.987   1998.163      7.806    111.290    134.491    174.740   -602.782   -742.719   1665.497   1920.640
2006-06-09T01:43:23.513   -592.016   -630.575   1797.692   1994.944      7.901    110.958    134.186    174.298   -599.917   -741.533   1663.506   1917.557
2006-06-09T01:43:23.521   -590.896   -630.726   1793.463   1990.850      8.667    110.293    133.551    173.423   -599.563   -741.020   1659.912   1914.130
2006-06-09T01:43:23.529   -593.072   -631.287   1797.325   1995.153      9.094    110.968    134.208    174.381   -602.166   -742.256   1663.116   1918.203
2006-06-09T01:43:23.537   -593.296   -629.577   1799.028   1996.214      8.583    111.897    134.395    175.091   -601.879   -741.474   1664.633   1919.126
2006-06-09T01:43:23.544   -591.488   -629.387   1795.822   1992.728      8.385    111.672    134.235    174.814   -599.873   -741.058   1661.587   1915.695
2006-06-09T01:43:23.552   -591.808   -631.309   1796.136   1993.713      8.584    111.065    134.441    174.595   -600.392   -742.374   1661.695   1916.460
2006-06-09T01:43:23.560   -593.744   -630.236   1798.803   1996.352      8.397    111.815    134.515    175.121   -602.141   -742.052   1664.288   1919.132
2006-06-09T01:43:23.568   -593.056   -628.471   1797.016   1993.980      8.046    111.850    134.324    174.980   -601.102   -740.321   1662.692   1916.753
2006-06-09T01:43:23.576   -591.456   -631.243   1796.375   1993.803      8.660    110.622    134.856    174.638   -600.116   -741.864   1661.519   1916.024
2006-06-09T01:43:23.584   -591.760   -632.461   1798.579   1996.265      9.179    110.581    134.911    174.681   -600.939   -743.042   1663.668   1918.601
2006-06-09T01:43:23.591   -592.592   -629.011   1797.332   1994.297      8.945    111.654    133.962    174.621   -601.537   -740.665   1663.369   1917.610
2006-06-09T01:43:23.599   -592.208   -629.088   1795.170   1992.259      8.805    111.218    133.953    174.328   -601.013   -740.306   1661.217   1915.440
2006-06-09T01:43:23.607   -591.280   -633.113   1798.047   1995.850      9.349    110.344    134.662    174.348   -600.629   -743.457   1663.385   1918.419
2006-06-09T01:43:23.615   -590.896   -630.662   1798.135   1995.039     10.291    111.707    133.801    174.606   -601.187   -742.369   1664.334   1918.996
2006-06-09T01:43:23.623   -590.992   -625.991   1794.233   1990.078      9.716    113.463    133.118    175.182   -600.708   -739.454   1661.115   1914.927
2006-06-09T01:43:23.630   -593.232   -628.584   1796.264   1993.391      8.358    112.721    134.574    175.744   -601.590   -741.306   1661.690   1916.418
2006-06-09T01:43:23.638   -592.672   -631.972   1800.841   1998.418      8.827    112.018    135.547    176.065   -601.499   -743.990   1665.293   1920.553
2006-06-09T01:43:23.646   -591.136   -628.408   1797.409   1993.744      9.228    112.918    134.509    175.865   -600.364   -741.326   1662.899   1917.090
2006-06-09T01:43:23.654   -592.112   -626.400   1793.820   1990.167      8.394    112.856    134.030    175.417   -600.506   -739.256   1659.790   1913.638
2006-06-09T01:43:23.662   -594.704   -630.644   1799.477   1997.374      7.889    111.967    135.604    176.033   -602.593   -742.611   1663.873   1919.131
2006-06-09T01:43:23.669   -592.224   -632.065   1801.367   1998.789      8.667    111.751    135.595    175.924   -600.891   -743.815   1665.772   1920.710
2006-06-09T01:43:23.677   -590.624   -627.860   1794.273   1990.593      8.727    112.181    133.668    174.722   -599.351   -740.041   1660.605   1914.286
2006-06-09T01:43:23.685   -593.600   -628.011   1793.979   1991.261      7.914    111.726    133.636    174.367   -601.514   -739.738   1660.344   1914.621
2006-06-09T01:43:23.693   -594.272   -632.512   1801.533   1999.688      8.774    111.259    135.473    175.524   -603.046   -743.771   1666.059   1921.617
2006-06-09T01:43:23.701   -589.808   -631.006   1798.818   1995.441      9.910    112.088    134.522    175.380   -599.718   -743.093   1664.295   1918.783
2006-06-09T01:43:23.709   -590.144   -625.952   1791.814   1987.633      8.901    112.936    132.886    174.621   -599.045   -738.889   1658.929   1912.291
2006-06-09T01:43:23.716   -595.968   -627.950   1796.516   1994.234      7.499    112.644    134.414    175.534   -603.467   -740.594   1662.102   1917.090
2006-06-09T01:43:23.724   -593.712   -633.436   1803.095   2001.221      8.595    111.457    136.042    176.079   -602.307   -744.893   1667.053   1922.681
2006-06-09T01:43:23.732   -589.040   -629.240   1796.214   1992.309      9.187    112.279    134.284    175.280   -598.227   -741.518   1661.930   1915.655
2006-06-09T01:43:23.740   -592.320   -626.417   1791.725   1988.346      7.869    112.112    133.053    174.167   -600.189   -738.529   1658.672   1912.288
2006-06-09T01:43:23.748   -596.272   -631.408   1799.608   1998.201      8.061    111.249    134.890    175.034   -604.333   -742.657   1664.718   1920.428
2006-06-09T01:43:23.755   -591.168   -633.448   1801.949   1999.439      9.589    111.225    135.409    175.495   -600.757   -744.673   1666.541   1921.667
2006-06-09T01:43:23.763   -587.648   -627.341   1792.792   1988.212      9.773    112.348    133.107    174.457   -597.421   -739.689   1659.684   1912.748
2006-06-09T01:43:23.771   -593.600   -626.443   1793.185   1990.052      8.535    112.740    133.470    174.921   -602.135   -739.183   1659.716   1914.057
2006-06-09T01:43:23.779   -596.496   -632.498   1802.949   2001.621      8.056    111.650    136.475    176.511   -604.552   -744.148   1666.474   1922.596
2006-06-09T01:43:23.787   -589.040   -632.264   1800.074   1996.745      9.494    111.244    135.233    175.366   -598.534   -743.508   1664.841   1919.047
2006-06-09T01:43:23.794   -589.520   -626.843   1791.089   1987.074      8.726    111.853    132.827    173.868   -598.246   -738.696   1658.261   1911.387
2006-06-09T01:43:23.802   -596.112   -629.791   1795.710   1994.131      7.898    111.431    133.875    174.361   -604.010   -741.221   1661.835   1917.272
2006-06-09T01:43:23.810   -594.032   -633.103   1803.017   2001.141      8.996    111.484    135.506    175.703   -603.028   -744.587   1667.512   1923.187
2006-06-09T01:43:23.818   -587.104   -629.177   1795.759   1991.307      9.878    112.097    133.539    174.630   -596.982   -741.273   1662.220   1915.424
2006-06-09T01:43:23.826   -591.568   -627.275   1791.383   1988.084      8.714    111.693    133.339    174.156   -600.282   -738.969   1658.044   1911.942
2006-06-09T01:43:23.834   -596.528   -631.458   1799.385   1998.092      8.282    111.154    134.698    174.835   -604.810   -742.612   1664.687   1920.535
2006-06-09T01:43:23.841   -591.008   -632.231   1801.793   1998.866      9.637    111.800    134.898    175.470   -600.645   -744.031   1666.895   1921.691
2006-06-09T01:43:23.849   -587.472   -627.788   1792.949   1988.443      9.634    112.264    133.459    174.664   -597.106   -740.052   1659.490   1912.621
2006-06-09T01:43:23.857   -594.736   -628.724   1793.341   1991.250      8.130    111.431    133.723    174.255   -602.866   -740.155   1659.618   1914.578
2006-06-09T01:43:23.865   -595.216   -632.152   1801.586   1999.902      8.831    111.289    134.769    175.003   -604.047   -743.441   1666.816   1922.460
2006-06-09T01:43:23.873   -589.072   -631.032   1799.183   1995.562      9.429    111.518    134.737    175.155   -598.501   -742.550   1664.445   1918.323
2006-06-09T01:43:23.880   -589.408   -628.235   1790.923   1987.331      9.360    111.609    132.610    173.578   -598.768   -739.843   1658.313   1912.039
2006-06-09T01:43:23.888   -594.832   -629.285   1796.299   1994.120      8.735    111.893    133.827    174.660   -603.567   -741.177   1662.472   1917.668
2006-06-09T01:43:23.896   -593.200   -631.096   1802.110   1999.442      9.197    112.086    135.299    175.937   -602.397   -743.182   1666.811   1921.838
2006-06-09T01:43:23.904   -588.704   -629.861   1796.034   1992.244      9.388    111.752    134.322    174.983   -598.092   -741.613   1661.712   1915.461
2006-06-09T01:43:23.912   -591.904   -628.974   1792.449   1989.682      8.735    111.316    133.130    173.756   -600.639   -740.290   1659.320   1913.672
2006-06-09T01:43:23.919   -594.352   -630.337   1798.981   1996.725      9.070    111.850    133.939    174.735   -603.422   -742.187   1665.043   1920.241
2006-06-09T01:43:23.927   -591.408   -630.346   1799.642   1996.450      9.518    112.092    134.611    175.429   -600.926   -742.438   1665.031   1919.546
2006-06-09T01:43:23.935   -589.408   -629.051   1793.496   1989.908      9.448    111.902    133.346    174.335   -598.856   -740.953   1660.149   1914.089
2006-06-09T01:43:23.943   -592.704   -629.492   1795.266   1992.621      9.125    111.784    133.658    174.481   -601.829   -741.276   1661.608   1916.410
2006-06-09T01:43:23.951   -593.168   -629.800   1799.651   1996.807      9.469    112.374    134.268    175.344   -602.637   -742.174   1665.383   1920.285
2006-06-09T01:43:23.958   -591.216   -629.289   1796.750   1993.452      9.175    112.143    134.083    175.039   -600.391   -741.432   1662.666   1916.937
2006-06-09T01:43:23.966   -590.432   -629.523   1794.458   1991.228      9.278    111.827    133.642    174.504   -599.710   -741.350   1660.815   1915.087
2006-06-09T01:43:23.974   -592.720   -630.292   1798.127   1995.457      9.248    111.900    134.139    174.930   -601.968   -742.193   1663.989   1918.873
2006-06-09T01:43:23.982   -592.816   -628.741   1797.798   1994.699      9.140    112.600    133.957    175.233   -601.956   -741.342   1663.841   1918.412
2006-06-09T01:43:23.990   -590.960   -628.919   1795.454   1992.091      9.071    112.162    133.956    174.948   -600.031   -741.081   1661.498   1915.676
2006-06-09T01:43:23.998   -591.248   -630.489   1797.385   1994.413      9.281    111.923    134.875    175.511   -600.529   -742.412   1662.510   1917.225
2006-06-09T01:43:24.005   -593.056   -630.039   1798.546   1995.853      9.007    111.868    134.659    175.296   -602.063   -741.907   1663.887   1918.704
2006-06-09T01:43:24.013   -592.352   -628.673   1795.732   1992.678      8.768    111.627    133.826    174.491   -601.120   -740.301   1661.906   1916.069
2006-06-09T01:43:24.021   -590.720   -630.821   1796.710   1993.753      9.451    111.141    134.288    174.571   -600.171   -741.962   1662.421   1916.861
2006-06-09T01:43:24.029   -591.152   -631.448   1798.565   1995.751      9.873    111.632    134.625    175.166   -601.025   -743.081   1663.940   1918.879
2006-06-09T01:43:24.037   -592.112   -627.840   1796.038   1992.620      9.477    112.638    133.812    175.165   -601.589   -740.477   1662.226   1916.562
2006-06-09T01:43:24.044   -591.696   -627.996   1795.428   1991.996      9.069    112.090    134.083    174.999   -600.765   -740.087   1661.345   1915.389
2006-06-09T01:43:24.052   -591.536   -632.283   1799.507   1996.978      9.494    111.252    135.369    175.476   -601.030   -743.535   1664.139   1919.229
2006-06-09T01:43:24.060   -591.488   -630.779   1798.121   1995.239      9.904    111.896    134.354    175.128   -601.392   -742.674   1663.767   1918.687
2006-06-09T01:43:24.068   -590.624   -626.500   1794.118   1990.025      9.626    112.801    133.381    174.949   -600.250   -739.301   1660.737   1914.397
2006-06-09T01:43:24.076   -592.224   -629.025   1797.282   1994.148      9.257    112.212    135.043    175.824   -601.481   -741.237   1662.239   1916.833
2006-06-09T01:43:24.083   -592.320   -632.545   1801.061   1998.694      9.529    111.651    135.890    176.133   -601.849   -744.196   1665.171   1920.637
2006-06-09T01:43:24.091   -590.528   -628.483   1796.862   1993.095      9.715    112.574    134.476    175.645   -600.243   -741.057   1662.386   1916.503
2006-06-09T01:43:24.099   -590.928   -626.870   1794.342   1990.433      8.988    112.333    134.140    175.194   -599.916   -739.203   1660.202   1913.790
2006-06-09T01:43:24.107   -594.416   -631.490   1799.377   1997.465      8.712    111.349    135.394    175.516   -603.128   -742.838   1663.983   1919.482
2006-06-09T01:43:24.115   -591.328   -631.834   1800.420   1997.597      9.977    111.933    135.098    175.727   -601.305   -743.767   1665.322   1920.431
2006-06-09T01:43:24.123   -588.512   -626.836   1794.589   1989.929      9.894    112.961    133.861    175.433   -598.406   -739.796   1660.728   1914.003
2006-06-09T01:43:24.130   -593.072   -627.383   1794.908   1991.742      8.614    112.425    134.365    175.406   -601.686   -739.808   1660.543   1914.875
2006-06-09T01:43:24.138   -595.136   -632.071   1801.442   1999.723      8.860    111.777    135.859    176.154   -603.996   -743.848   1665.583   1921.532
2006-06-09T01:43:24.146   -589.040   -630.680   1799.664   1995.875     10.036    112.324    135.179    176.042   -599.076   -743.004   1664.485   1918.712
2006-06-09T01:43:24.154   -589.184   -626.185   1793.090   1988.571      9.369    112.793    133.837    175.278   -598.553   -738.978   1659.253   1912.453
2006-06-09T01:43:24.162   -595.904   -628.637   1796.562   1994.472      8.165    112.111    134.988    175.663   -604.069   -740.748   1661.573   1916.881
2006-06-09T01:43:24.169   -592.944   -633.302   1803.381   2001.209      9.500    111.460    136.185    176.238   -602.444   -744.762   1667.195   1922.797
2006-06-09T01:43:24.177   -586.896   -629.511   1796.924   1992.403     10.402    112.240    134.434    175.438   -597.298   -741.751   1662.490   1915.942
2006-06-09T01:43:24.185   -591.648   -625.164   1791.503   1987.551      9.052    113.204    133.326    175.137   -600.700   -738.368   1658.177   1911.957
2006-06-09T01:43:24.193   -596.576   -630.290   1800.014   1998.304      8.498    112.004    136.060    176.435   -605.074   -742.295   1663.954   1919.859
2006-06-09T01:43:24.201   -589.680   -633.357   1803.736   2000.582     10.215    111.549    136.281    176.409   -599.895   -744.906   1667.455   1922.282
2006-06-09T01:43:24.208   -587.744   -627.550   1793.799   1989.215      9.835    112.274    134.099    175.171   -597.579   -739.824   1659.700   1912.863
2006-06-09T01:43:24.216   -594.432   -626.962   1792.835   1990.147      8.547    112.011    133.812    174.714   -602.979   -738.972   1659.023   1913.641
2006-06-09T01:43:24.224   -594.496   -633.218   1803.451   2001.706      9.272    111.051    136.312    176.066   -603.768   -744.269   1667.138   1922.972
2006-06-09T01:43:24.232   -588.016   -632.144   1800.679   1996.951     10.306    111.370    135.376    175.603   -598.322   -743.514   1665.302   1919.384
2006-06-09T01:43:24.240   -589.744   -626.413   1790.275   1986.272      9.333    112.082    132.859    174.072   -599.077   -738.495   1657.416   1910.836
2006-06-09T01:43:24.248   -594.960   -629.286   1796.636   1994.462      8.768    111.643    134.506    175.023   -603.728   -740.929   1662.129   1917.326
2006-06-09T01:43:24.255   -592.816   -633.701   1804.739   2002.521      9.458    111.117    136.472    176.242   -602.274   -744.818   1668.266   1923.694
2006-06-09T01:43:24.263   -587.696   -629.373   1795.728   1991.516     10.016    111.868    134.162    174.969   -597.712   -741.241   1661.566   1915.072
2006-06-09T01:43:24.271   -591.328   -626.810   1790.983   1987.506      9.233    111.925    133.411    174.387   -600.561   -738.734   1657.573   1911.531
2006-06-09T01:43:24.279   -594.816   -631.429   1801.219   1999.224      9.108    111.488    135.954    176.057   -603.924   -742.917   1665.265   1920.874
2006-06-09T01:43:24.287   -591.456   -632.267   1802.739   1999.862      9.765    111.476    136.041    176.151   -601.221   -743.742   1666.698   1921.588
2006-06-09T01:43:24.294   -587.872   -628.079   1792.742   1988.466      9.976    111.597    133.761    174.486   -597.848   -739.676   1658.980   1912.265
2006-06-09T01:43:24.302   -592.224   -628.865   1795.059   1992.093      9.335    111.585    134.554    175.052   -601.559   -740.450   1660.505   1915.050
2006-06-09T01:43:24.310   -594.848   -631.941   1803.201   2001.181      9.226    111.397    136.393    176.345   -604.074   -743.338   1666.808   1922.421
2006-06-09T01:43:24.318   -589.696   -630.557   1798.723   1995.181      9.931    111.430    135.161    175.453   -599.627   -741.987   1663.562   1917.691
2006-06-09T01:43:24.326   -588.048   -628.720   1792.932   1988.893     10.050    111.395    134.257    174.741   -598.098   -740.115   1658.675   1912.249
2006-06-09T01:43:24.333   -593.984   -630.478   1798.771   1996.471      9.264    111.331    135.305    175.465   -603.248   -741.810   1663.466   1918.674
2006-06-09T01:43:24.341   -593.632   -630.763   1801.425   1998.848      9.650    111.663    135.642    175.956   -603.282   -742.427   1665.783   1920.932
2006-06-09T01:43:24.349   -587.408   -629.707   1796.494   1992.227     10.394    111.664    135.033    175.530   -597.802   -741.371   1661.461   1915.059
2006-06-09T01:43:24.357   -590.240   -629.729   1795.352   1992.042      9.905    111.343    135.049    175.310   -600.145   -741.072   1660.304   1914.672
2006-06-09T01:43:24.365   -594.560   -630.083   1800.087   1997.703      9.510    111.836    135.538    175.978   -604.070   -741.919   1664.549   1919.913
2006-06-09T01:43:24.373   -591.040   -629.847   1799.771   1996.299     10.038    111.811    135.866    176.244   -601.078   -741.659   1663.905   1918.315
2006-06-09T01:43:24.380   -587.808   -630.590   1796.796   1992.897     10.274    111.075    135.647    175.623   -598.082   -741.665   1661.148   1914.989
2006-06-09T01:43:24.388   -592.496   -630.323   1797.534   1994.865      9.612    111.184    135.360    175.433   -602.108   -741.507   1662.174   1917.078
2006-06-09T01:43:24.396   -593.408   -629.386   1799.429   1996.548      9.806    111.803    135.394    175.862   -603.214   -741.188   1664.036   1918.917
2006-06-09T01:43:24.404   -589.168   -629.897   1798.644   1994.745     10.235    111.685    135.857    176.169   -599.403   -741.582   1662.786   1916.790
2006-06-09T01:43:24.412   -589.888   -630.654   1797.539   1994.202      9.863    111.264    135.856    175.881   -599.751   -741.919   1661.683   1916.073
2006-06-09T01:43:24.419   -593.104   -629.879   1798.482   1995.760      9.775    111.571    135.393    175.713   -602.879   -741.451   1663.089   1918.092
2006-06-09T01:43:24.427   -590.752   -628.949   1798.989   1995.226     10.183    112.135    135.642    176.286   -600.935   -741.084   1663.347   1917.564
2006-06-09T01:43:24.435   -589.984   -629.871   1798.503   1994.851      9.840    111.585    136.281    176.411   -599.824   -741.456   1662.221   1916.384
2006-06-09T01:43:24.443   -591.616   -630.780   1798.585   1995.696      9.881    111.336    136.097    176.112   -601.497   -742.116   1662.489   1917.395
2006-06-09T01:43:24.451   -591.168   -629.672   1799.116   1995.692     10.273    111.908    135.858    176.313   -601.441   -741.580   1663.258   1917.837
2006-06-09T01:43:24.458   -590.336   -628.402   1798.478   1994.469      9.870    112.081    136.059    176.554   -600.206   -740.483   1662.419   1916.298
2006-06-09T01:43:24.466   -591.792   -630.413   1798.907   1995.922      9.496    111.332    136.681    176.541   -601.288   -741.745   1662.226   1916.959
2006-06-09T01:43:24.474   -591.040   -631.671   1800.084   1997.158     10.229    111.189    136.504    176.354   -601.269   -742.860   1663.580   1918.558
2006-06-09T01:43:24.482   -589.744   -629.117   1798.441   1994.486     10.203    111.990    135.762    176.287   -599.947   -741.107   1662.679   1916.684
2006-06-09T01:43:24.490   -591.904   -627.950   1797.125   1993.572      9.363    111.993    135.739    176.224   -601.267   -739.943   1661.386   1915.527
2006-06-09T01:43:24.498   -592.240   -631.713   1800.328   1997.746      9.861    111.192    136.840    176.596   -602.101   -742.905   1663.488   1918.756
2006-06-09T01:43:24.505   -589.312   -631.658   1800.845   1997.329     10.792    111.571    136.528    176.648   -600.104   -743.229   1664.317   1918.975
2006-06-09T01:43:24.513   -589.792   -627.054   1796.449   1992.054     10.146    112.504    135.459    176.379   -599.938   -739.558   1660.989   1914.617
2006-06-09T01:43:24.521   -593.360   -628.569   1797.608   1994.636      9.503    111.868    136.346    176.621   -602.863   -740.438   1661.262   1916.112
2006-06-09T01:43:24.529   -590.768   -633.509   1803.468   2000.709     10.481    111.053    137.807    177.295   -601.249   -744.562   1665.660   1921.015
2006-06-09T01:43:24.537   -588.512   -629.796   1799.313   1995.123     10.649    111.912    136.265    176.652   -599.161   -741.708   1663.048   1916.991
2006-06-09T01:43:24.544   -591.312   -625.977   1794.363   1990.285      9.568    112.459    135.188    176.109   -600.880   -738.436   1659.175   1912.905
2006-06-09T01:43:24.552   -593.648   -631.116   1800.912   1998.501      9.723    111.437    137.489    177.245   -603.371   -742.552   1663.423   1918.962
2006-06-09T01:43:24.560   -589.648   -633.628   1804.423   2001.278     10.615    111.241    137.960    177.539   -600.263   -744.869   1666.463   1921.522
2006-06-09T01:43:24.568   -588.528   -627.236   1795.995   1991.328     10.316    112.315    135.499    176.298   -598.844   -739.551   1660.497   1913.844
2006-06-09T01:43:24.576   -592.736   -627.140   1795.115   1991.753      9.459    111.990    135.763    176.246   -602.195   -739.130   1659.353   1913.741
2006-06-09T01:43:24.583   -593.104   -633.719   1804.804   2002.670      9.920    111.014    138.224    177.562   -603.024   -744.734   1666.580   1922.435
2006-06-09T01:43:24.591   -588.384   -631.379   1801.787   1997.816     10.747    111.685    136.833    176.952   -599.131   -743.063   1664.954   1919.160
2006-06-09T01:43:24.599   -588.976   -625.719   1792.723   1988.032     10.222    112.382    134.819    175.813   -599.198   -738.101   1657.904   1911.146
2006-06-09T01:43:24.607   -593.696   -629.612   1798.710   1996.057      9.579    111.722    136.690    176.798   -603.275   -741.334   1662.020   1917.244
2006-06-09T01:43:24.615   -592.064   -633.743   1806.240   2003.665     10.362    111.353    138.144    177.737   -602.426   -745.096   1668.095   1923.701
2006-06-09T01:43:24.623   -587.152   -628.537   1797.441   1992.637     11.006    112.349    135.762    176.564   -598.158   -740.886   1661.679   1915.172
2006-06-09T01:43:24.630   -590.064   -626.064   1792.982   1988.697     10.082    112.515    135.291    176.252   -600.146   -738.578   1657.690   1911.442
2006-06-09T01:43:24.638   -594.976   -631.174   1803.172   2000.952      9.491    111.733    137.922    177.755   -604.467   -742.906   1665.250   1921.028
2006-06-09T01:43:24.646   -590.240   -632.577   1804.877   2001.529     10.543    111.555    138.048    177.801   -600.783   -744.132   1666.829   1921.716
2006-06-09T01:43:24.654   -586.496   -627.700   1794.562   1989.582     10.865    111.897    135.609    176.150   -597.361   -739.597   1658.953   1912.059
2006-06-09T01:43:24.662   -592.448   -628.162   1796.022   1992.807      9.620    111.736    136.098    176.352   -602.068   -739.899   1659.925   1914.493
2006-06-09T01:43:24.669   -594.880   -632.437   1805.439   2003.365      9.714    111.373    138.097    177.677   -604.594   -743.810   1667.342   1923.231
2006-06-09T01:43:24.677   -587.568   -631.468   1801.191   1997.068     11.126    111.497    136.936    176.937   -598.694   -742.965   1664.256   1918.379
2006-06-09T01:43:24.685   -587.616   -627.549   1793.047   1988.499     10.485    111.765    135.153    175.692   -598.101   -739.314   1657.894   1911.262
2006-06-09T01:43:24.693   -594.544   -629.091   1799.179   1996.567      9.584    111.882    136.298    176.597   -604.128   -740.972   1662.880   1918.119
2006-06-09T01:43:24.701   -592.704   -632.420   1805.095   2002.404     10.432    111.599    137.713    177.561   -603.136   -744.019   1667.382   1922.889
2006-06-09T01:43:24.708   -585.984   -629.856   1797.864   1993.090     11.013    111.748    136.216    176.533   -596.997   -741.604   1661.647   1915.060
2006-06-09T01:43:24.716   -590.208   -627.281   1794.081   1990.114     10.036    112.036    135.314    175.962   -600.244   -739.316   1658.767   1912.692
2006-06-09T01:43:24.724   -594.912   -630.453   1802.183   1999.814      9.738    111.661    137.098    177.084   -604.650   -742.114   1665.085   1920.636
2006-06-09T01:43:24.732   -590.048   -632.256   1803.262   1999.914     10.755    111.388    137.464    177.255   -600.803   -743.644   1665.798   1920.639
2006-06-09T01:43:24.740   -586.352   -629.027   1795.404   1990.718     10.870    111.497    135.368    175.710   -597.222   -740.523   1660.036   1913.314
2006-06-09T01:43:24.748   -592.240   -628.353   1796.021   1992.804     10.093    111.762    135.361    175.827   -602.333   -740.114   1660.660   1915.297
2006-06-09T01:43:24.755   -593.552   -631.307   1802.815   2000.248     10.301    111.755    136.801    176.946   -603.853   -743.062   1666.013   1921.556
2006-06-09T01:43:24.763   -587.792   -630.798   1800.347   1996.160     10.935    111.831    136.329    176.667   -598.727   -742.629   1664.018   1918.053
2006-06-09T01:43:24.771   -588.288   -628.002   1794.279   1989.952     10.557    112.027    134.994    175.741   -598.845   -740.029   1659.286   1912.979
2006-06-09T01:43:24.779   -593.296   -629.305   1798.645   1995.783     10.176    112.167    135.890    176.497   -603.472   -741.472   1662.755   1917.997
2006-06-09T01:43:24.787   -591.984   -630.703   1802.523   1999.330     10.305    112.203    136.818    177.243   -602.289   -742.906   1665.705   1920.738
2006-06-09T01:43:24.794   -587.856   -629.199   1798.065   1993.616     10.594    112.218    135.962    176.609   -598.450   -741.417   1662.103   1915.836
2006-06-09T01:43:24.802   -590.272   -628.849   1795.772   1992.152     10.322    111.954    135.642    176.179   -600.594   -740.804   1660.130   1914.559
2006-06-09T01:43:24.810   -593.232   -630.120   1800.642   1997.821     10.128    112.145    136.426    176.893   -603.360   -742.265   1664.215   1919.535
2006-06-09T01:43:24.818   -590.416   -629.426   1800.906   1997.006     10.332    112.290    136.435    177.004   -600.748   -741.717   1664.471   1918.725
2006-06-09T01:43:24.826   -588.304   -629.362   1797.042   1992.877     10.586    111.922    136.041    176.482   -598.890   -741.284   1661.001   1914.966
2006-06-09T01:43:24.833   -591.584   -629.980   1797.964   1994.874     10.406    111.800    136.153    176.480   -601.990   -741.779   1661.811   1916.832
2006-06-09T01:43:24.841   -591.936   -629.470   1800.848   1997.417     10.308    112.299    136.339    176.934   -602.244   -741.769   1664.509   1919.247
2006-06-09T01:43:24.849   -589.600   -628.892   1798.969   1994.849     10.404    112.000    136.218    176.656   -600.004   -740.892   1662.751   1916.681
2006-06-09T01:43:24.857   -589.664   -630.605   1797.427   1994.018     10.580    111.418    136.160    176.254   -600.244   -742.022   1661.267   1915.906
2006-06-09T01:43:24.865   -591.248   -630.297   1799.530   1996.285     10.651    111.976    136.009    176.495   -601.899   -742.273   1663.520   1918.476
2006-06-09T01:43:24.873   -590.640   -627.700   1799.089   1994.890     10.520    112.725    135.708    176.732   -601.160   -740.425   1663.382   1917.410
2006-06-09T01:43:24.880   -590.240   -629.137   1797.898   1994.150     10.304    112.147    136.170    176.707   -600.544   -741.284   1661.728   1916.115
2006-06-09T01:43:24.888   -590.592   -631.252   1799.476   1996.344     10.453    111.774    136.497    176.732   -601.045   -743.026   1662.979   1918.030
2006-06-09T01:43:24.896   -590.576   -628.884   1799.773   1995.860     10.672    112.712    135.955    176.923   -601.248   -741.596   1663.817   1918.268
2006-06-09T01:43:24.904   -590.416   -626.946   1797.364   1993.030     10.200    113.023    135.789    176.966   -600.616   -739.970   1661.575   1915.496
2006-06-09T01:43:24.912   -591.632   -630.300   1799.067   1995.983      9.956    112.022    136.890    177.164   -601.588   -742.322   1662.177   1917.233
