UTC,bt,bx_gse,by_gse,bz_gse,bx_gsm,by_gsm,bz_gsm,fgm_fgs_quality
2023-01-16T00:20:53.000,5.9755306,-1.4638304,-3.211602,4.8218026,-1.4638304,-4.674105,3.4229972,0
2023-01-16T00:20:58.000,5.4921465,-0.78790134,-3.9535565,3.7299163,-0.78790134,-4.995207,2.142613,0
2023-01-16T00:21:02.000,5.481743,-0.3287367,-4.538367,3.056904,-0.3287367,-5.312849,1.3096044,0
2023-01-16T00:21:06.000,6.100379,-1.4943416,-4.198537,4.1657953,-1.4943416,-5.375079,2.4678097,0
2023-01-16T00:21:10.000,5.9902563,-0.4179508,-4.714118,3.672272,-0.4179508,-5.68946,1.8271645,0
2023-01-16T00:21:15.000,6.394501,-0.8792251,-4.9782915,3.915766,-0.8792251,-6.021226,1.9650548,0
2023-01-16T00:21:19.000,5.840594,-1.5159839,-3.7657783,4.1991954,-1.5159839,-4.9800806,2.64823,0
2023-01-16T00:21:23.000,5.537278,-1.6172671,-2.5319538,4.6513553,-1.6172671,-3.97692,3.4971428,0
2023-01-16T00:21:28.000,5.4423943,-1.8990968,-2.333487,4.5351872,-1.8990968,-3.7505565,3.4563575,0
2023-01-16T00:21:32.000,5.3488145,-1.7412708,-2.8334916,4.1891665,-1.7412708,-4.101058,2.9595802,0
2023-01-16T00:21:36.000,5.060772,-1.6979518,-2.9701898,3.7291212,-1.6979518,-4.0712132,2.4806437,0
2023-01-16T00:21:41.000,4.748107,-1.8707038,-2.1877728,3.7760608,-1.8707038,-3.3525858,2.7937713,0
2023-01-16T00:21:45.000,5.106996,-1.713272,-3.0791125,3.6966434,-1.713272,-4.1622553,2.4128275,0
