UTC,bt,bx_gse,by_gse,bz_gse,bx_gsm,by_gsm,bz_gsm
2023-07-06T00:02:00.000,6.807370662689209,-5.8988633,3.1040351,1.381548,-5.8988633,3.0127864,1.5706136
2023-07-06T00:02:04.000,6.8040008544921875,-5.4581194,3.9085498,-1.1075209,-5.4581194,3.9694726,-0.86409223
2023-07-06T00:02:09.000,6.4870924949646,-4.897531,3.6063395,-2.2562966,-4.897531,3.7387266,-2.0294049
2023-07-06T00:02:13.000,6.794503688812256,-5.855902,3.382345,-0.6583582,-5.855902,3.4165227,-0.44840246
2023-07-06T00:02:17.000,7.608017921447754,-6.352489,4.1207147,-0.7399524,-6.352489,4.1585116,-0.48435915
2023-07-06T00:02:22.000,7.73679256439209,-6.7586894,3.7543175,-0.28840137,-6.7586894,3.7649567,-0.056339562
2023-07-06T00:02:26.000,7.3803887367248535,-6.14676,4.085024,0.007696895,-6.14676,4.07678,0.25951192
2023-07-06T00:02:30.000,7.745274066925049,-6.647507,3.8998559,-0.7687945,-6.647507,3.9398222,-0.5269914
2023-07-06T00:02:34.000,7.097598552703857,-6.554042,2.718704,0.17056067,-6.554042,2.703031,0.33773476
2023-07-06T00:02:39.000,7.078825950622559,-6.5991273,2.5558205,0.17053494,-6.5991273,2.540465,0.3276263
2023-07-06T00:02:43.000,7.086978435516357,-6.300125,3.2236748,-0.3763086,-6.300125,3.2407284,-0.17710644
2023-07-06T00:02:47.000,7.050879001617432,-6.390326,2.6520429,-1.3584188,-6.390326,2.730629,-1.1926011
2023-07-06T00:02:52.000,7.18850564956665,-6.531767,2.5313578,-1.6133404,-6.531767,2.6258368,-1.4545176
2023-07-06T00:02:56.000,7.211300849914551,-6.5438113,2.7518766,-1.2682941,-6.5438113,2.8246849,-1.096609
2023-07-06T00:03:00.000,7.94608211517334,-7.0808315,3.6048083,0.08606277,-7.0808315,3.5926929,0.30758375
2023-07-06T00:03:05.000,7.419084072113037,-6.4989595,3.3139832,1.3505005,-6.4989595,3.2246888,1.5516826
2023-07-06T00:03:09.000,7.772276401519775,-6.5923843,3.9951138,0.99388826,-6.5923843,3.9264786,1.2375451
2023-07-06T00:03:13.000,7.329634666442871,-6.1685767,3.9575622,0.09952346,-6.1685767,3.9439704,0.3424884
2023-07-06T00:03:17.000,6.851891040802002,-5.984297,3.2795951,-0.6171379,-5.984297,3.3113081,-0.4145362
2023-07-06T00:03:22.000,7.037572860717773,-6.4029307,2.6950424,1.1254599,-6.4029307,2.6208513,1.2888181
2023-07-06T00:03:26.000,7.233614444732666,-6.710273,2.6718304,0.3984235,-6.710273,2.6423357,0.56167805
2023-07-06T00:03:30.000,7.045332908630371,-6.278189,2.8892758,1.3686273,-6.278189,2.7998457,1.5433468
2023-07-06T00:03:35.000,7.5861053466796875,-6.431221,3.1196744,2.5408695,-6.431221,2.957928,2.7274616
2023-07-06T00:03:39.000,7.059133529663086,-6.1160245,3.5144842,-0.27206555,-6.1160245,3.5245543,-0.056022495
2023-07-06T00:03:43.000,8.001641273498535,-6.457603,4.7145524,0.31403658,-6.457603,4.6864314,0.60248303
2023-07-06T00:03:48.000,8.725446701049805,-6.6853943,5.6032495,-0.20617549,-6.6853943,5.6053524,0.1376266
2023-07-06T00:03:52.000,7.8808417320251465,-6.4658575,4.505311,0.050242886,-6.4658575,4.4937687,0.32618642
2023-07-06T00:03:56.000,8.149163246154785,-6.323272,4.948963,1.390269,-6.323272,4.854517,1.690785
2023-07-06T00:04:00.000,8.145674705505371,-6.317996,4.819186,1.7917569,-6.317996,4.7004313,2.08348
2023-07-06T00:04:05.000,7.225179195404053,-6.4381666,3.272763,-0.20553128,-6.4381666,3.279207,-0.00481236
2023-07-06T00:04:09.000,6.425845623016357,-5.430586,3.3756375,-0.636634,-5.430586,3.4082692,-0.42887482
