UTC,bt,bx_gse,by_gse,bz_gse,bx_gsm,by_gsm,bz_gsm
2023-02-01T17:17:03.000,7.196511745452881,3.500101,-6.0695825,1.6429373,3.500101,-6.285165,-0.18913734
2023-02-01T17:17:08.000,7.221116065979004,3.3485785,-6.250998,1.3625563,3.3485785,-6.3773813,-0.5104238
2023-02-01T17:17:12.000,7.144716262817383,3.1567264,-6.2312417,1.5012237,3.1567264,-6.3987045,-0.37231743
2023-02-01T17:17:16.000,7.1905198097229,3.2718399,-6.2151093,1.539824,3.2718399,-6.394456,-0.3310218
2023-02-01T17:17:21.000,7.137862682342529,3.295388,-6.1521263,1.4969461,3.295388,-6.321719,-0.3540882
2023-02-01T17:17:25.000,7.1879682540893555,3.3115728,-6.193799,1.528799,3.3115728,-6.370828,-0.3360337
2023-02-01T17:17:29.000,7.155534267425537,3.2340543,-6.1662464,1.6492329,3.2340543,-6.3794317,-0.21311402
2023-02-01T17:17:33.000,7.229284763336182,3.4776957,-6.1575975,1.5007278,3.4776957,-6.327998,-0.35302603
2023-02-01T17:17:38.000,7.1402788162231445,3.4055617,-6.0814834,1.54961,3.4055617,-6.2693553,-0.28445673
2023-02-01T17:17:42.000,7.189844608306885,3.3594315,-6.161487,1.5633825,3.3594315,-6.3498936,-0.2948501
2023-02-01T17:17:46.000,7.184295177459717,3.4683867,-6.104415,1.5233225,3.4683867,-6.283626,-0.31691384
2023-02-01T17:17:51.000,7.185999393463135,3.4268174,-6.1263905,1.5371556,3.4268174,-6.308658,-0.31038713
2023-02-01T17:17:55.000,7.269159317016602,3.498572,-6.213093,1.4135568,3.498572,-6.3556576,-0.45417798
