seed,boom_length,rmse_ica,rmse_mssa,rmse_ness,rmse_picog,rmse_sheinker,rmse_ream,rmse_ubss,rmse_waicup,rmse_b1,rmse_b2,corr_ica,corr_mssa,corr_ness,corr_picog,corr_sheinker,corr_ream,corr_ubss,corr_waicup,corr_b1,corr_b2,snr_ica,snr_mssa,snr_ness,snr_picog,snr_sheinker,snr_ream,snr_ubss,snr_waicup,snr_b1,snr_b2
0,370,[25.36704604 45.00887466 25.74064125],[1.84026775 3.05767912 2.07890728],[0.30709596 0.19084648 0.50808671],[ 68.08549184 674.52033608  78.94683376],[33.58265752  0.1196647  14.1196112 ],[0.37407487 0.18746016 0.4271606 ],[0.49743587 0.32342477 2.86431515],[ 7.55110495 17.68319079  4.22227435],[0.37407487 0.18746016 0.4271606 ],[0.64009356 0.47469586 4.07202551],[0.99450874 0.98018084 0.89677511],[0.99997111 0.99990778 0.99939979],[0.99999937 0.99999964 0.99996396],[0.95927097 0.799191   0.71967465],[0.99024165 0.99999986 0.97008697],[0.99999901 0.99999965 0.99997452],[0.99999816 0.99999897 0.9994801 ],[0.99951836 0.99700627 0.99765109],[0.99999901 0.99999965 0.99997452],[0.99999684 0.99999778 0.9976227 ],[19.55402303 13.98350241  7.08060935],[42.34180066 37.34162735 28.93629419],[57.89393898 61.43578263 41.17423985],[10.97832939 -9.53043545 -2.65369775],[17.11711976 65.4901445  12.29654182],[56.18025037 61.59128593 42.68117283],[53.70467899 56.85399992 26.15258058],[30.07921084 22.09825285 22.78206761],[56.18025037 61.59128593 42.68117283],[51.51455182 53.52115666 23.09678678]
0,360,[25.46867911 48.17129563  3.48994302],[1.83986591 3.05773199 2.18159017],[0.3437324  0.25761101 0.54369911],[ 71.40148443 727.2725598   78.35684544],[23.92747397  0.30249439 14.11777144],[0.40319134 0.19712358 0.4556801 ],[0.51522693 0.33513899 1.2228749 ],[ 8.07667378 19.62127995  4.29152503],[0.40319134 0.19712358 0.4556801 ],[0.64957285 0.49127776 4.35939869],[0.99445278 0.97715538 0.99861402],[0.99997115 0.99990778 0.99934022],[0.99999921 0.99999935 0.99995872],[0.95509422 0.79213392 0.71533921],[0.99505826 0.9999991  0.97009489],[0.99999886 0.99999962 0.999971  ],[0.99999802 0.99999889 0.99984603],[0.9994474  0.99632906 0.99757626],[0.99999886 0.99999962 0.999971  ],[0.99999673 0.99999762 0.99727004],[19.51929254 13.39369895 24.43662985],[42.3436975  37.34147716 28.51753323],[56.91501146 58.83017698 40.58582413],[ 10.56527616 -10.18447854  -2.58854228],[20.06148392 57.43511908 12.29767365],[55.52919706 61.15469402 42.11979538],[53.39944993 56.54496625 33.54535597],[29.49477014 21.19491882 22.64076359],[55.52919706 61.15469402 42.11979538],[51.38686364 53.22292343 22.50446479]
0,350,[27.89815732 48.09477516  3.56076741],[1.83910234 3.05779931 2.34222027],[0.38638586 0.36107166 0.58277633],[ 74.56736148 778.20610433  76.66887941],[11.79813549  0.64465328 14.11648928],[0.43544682 0.20747395 0.48676263],[0.53328485 0.34759932 1.24010115],[ 9.13736383 18.46306796  4.36993384],[0.43544682 0.20747395 0.48676263],[0.65719643 0.5094321  4.67340773],[0.9933178  0.97723185 0.99855855],[0.99997119 0.99990777 0.99923878],[0.999999   0.99999871 0.99995257],[0.95095275 0.78600395 0.71278686],[0.998801  0.9999959 0.9701004],[0.99999867 0.99999958 0.99996691],[0.99999788 0.99999881 0.99984772],[0.99928999 0.99675187 0.99748936],[0.99999867 0.99999958 0.99996691],[0.99999664 0.99999744 0.99685611],[18.72791059 13.40750753 24.26212445],[42.34730305 37.34128594 27.90044189],[55.89899645 55.89759748 39.98295849],[ 10.18844545 -10.77242716  -2.39938573],[26.20315339 50.86294155 12.29846253],[54.86071845 60.71019383 41.54665197],[53.10023607 56.22788717 33.42385441],[28.42300261 21.72338814 22.48349934],[54.86071845 60.71019383 41.54665197],[51.28551708 52.9077394  21.90032313]
0,340,[27.91246532 44.98526443 25.78525794],[1.83791826 3.05788769 2.49178927],[0.43636769 0.53673759 0.62575059],[ 76.99329497 819.72083702  73.38804719],[ 3.20152886  1.01995529 14.11584041],[0.47127377 0.21857467 0.52069433],[0.55149438 0.36093132 1.19909811],[ 7.07828692 17.25676018  4.45891752],[0.47127377 0.21857467 0.52069433],[0.66254598 0.52955591 5.01708161],[0.99331059 0.98020175 0.89641163],[0.99997125 0.99990777 0.99913822],[0.99999872 0.99999716 0.9999453 ],[0.94771234 0.78147364 0.71366831],[0.9999121  0.99998974 0.9701032 ],[0.99999844 0.99999953 0.99996213],[0.99999773 0.99999872 0.99985638],[0.99957598 0.99717133 0.99738798],[0.99999844 0.99999953 0.99996213],[0.99999656 0.99999723 0.9963687 ],[18.72345704 13.98805995  7.06556698],[42.35289713 37.3410349  27.36277035],[54.84236918 52.45422524 39.36497121],[  9.91036285 -11.223854    -2.01951005],[37.53227255 46.87784277 12.29886179],[54.17395566 60.25746875 40.96133958],[52.80859917 55.90097421 33.71590219],[30.64085771 22.31028023 22.3084078 ],[54.17395566 60.25746875 40.96133958],[51.2151005  52.57122913 21.28397327]
0,330,[25.47291927 44.83798329 25.82329281],[1.83626655 3.05800672 2.65947015],[0.49536076 0.88617321 0.67312003],[ 77.90912776 841.71882022  68.19148088],[20.87507022  1.41679732 14.11590833],[0.51117719 0.23049643 0.55779863],[0.56970758 0.37529395 1.2918836 ],[ 4.46521843 16.33334505  4.56011793],[0.51117719 0.23049643 0.55779863],[0.66516577 0.5521643  5.39385318],[0.99445003 0.98033208 0.89608921],[0.99997132 0.99990776 0.99901773],[0.99999835 0.99999225 0.99993669],[0.94654747 0.77930465 0.71990782],[0.99624122 0.9999802  0.9701029 ],[0.99999817 0.99999948 0.99995653],[0.99999758 0.99999861 0.99982609],[0.99983849 0.99747467 0.99726921],[0.99999817 0.99999948 0.99995653],[0.99999652 0.99999699 0.9957929 ],[19.51784659 14.01654409  7.05276419],[42.36070651 37.3406968  26.79709419],[53.74098902 48.09909318 38.73114628],[  9.80765413 -11.45387526  -1.38160585],[21.24686207 44.02331097 12.29882   ],[53.4679916  59.79618142 40.36344771],[52.52638109 55.5620343  33.06852888],[34.64256679 22.78796276 22.1134751 ],[53.4679916  59.79618142 40.36344771],[51.18082311 52.20809895 20.65501417]
0,320,[25.47699189 44.73494715 13.36501317],[1.73943153 3.05817024 2.88448578],[0.56555416 1.86291125 0.7254606 ],[ 76.68490405 835.50801558  61.32867067],[40.31373358  1.82653408 14.11678507],[0.55574907 0.24331825 0.59844158],[0.58773561 0.39089848 0.92872129],[ 4.55714059 15.63730271  4.67543554],[0.55574907 0.24331825 0.59844158],[0.66458712 0.57792124 5.80762003],[0.99444791 0.98042292 0.97624803],[0.99997433 0.99990775 0.99884243],[0.99999785 0.99996577 0.99992644],[0.948357   0.78014986 0.7326128 ],[0.9859075  0.99996709 0.97009913],[0.99999784 0.99999942 0.99994996],[0.99999742 0.99999849 0.99990097],[0.99983115 0.99769243 0.99712944],[0.99999784 0.99999942 0.99994996],[0.9999965  0.99999671 0.99511038],[19.516458   14.03652693 12.77360876],[42.83127419 37.34023234 26.09162855],[52.58993693 41.6456222  38.08071995],[  9.9452234  -11.38954691  -0.46027444],[15.53036054 41.81690989 12.29828053],[52.74184603 59.32597181 39.75256133],[52.2557809  55.20818593 35.93528855],[34.46557244 23.16622863 21.89655512],[52.74184603 59.32597181 39.75256133],[51.18838261 51.81209238 20.01303269]
0,310,[25.47449213 48.07542761  3.93738508],[1.74256055 3.05839817 3.10165755],[ 0.64983983 15.60171095  0.78344044],[ 73.26348994 799.34639145  53.86357337],[59.51548141  2.23989622 14.11857186],[0.60568601 0.25712868 0.64303793],[0.6053396  0.40802341 0.95345308],[ 4.97368342 15.1032562   4.80706694],[0.60568601 0.25712868 0.64303793],[0.66038114 0.60767542 6.26281543],[0.99444897 0.97725121 0.99824512],[0.99997426 0.99990774 0.99866162],[0.99999716 0.99760463 0.99991418],[0.95301786 0.7842998  0.75025619],[0.96902156 0.99995051 0.97009145],[0.99999744 0.99999935 0.99994221],[0.99999726 0.99999836 0.99989654],[0.99979664 0.99785302 0.99696421],[0.99999744 0.99999935 0.99994221],[0.99999651 0.99999636 0.99429858],[19.51731028 13.41100239 23.38883876],[42.81566341 37.339585   25.46111967],[51.38329443 23.18602095 37.41287688],[ 10.34166892 -11.00523487   0.66709335],[12.14682195 40.04490757 12.29718121],[51.99447013 58.8464551  39.12826481],[51.99943921 54.83576397 35.70701007],[33.7058582  23.46805371 21.65539319],[51.99447013 58.8464551  39.12826481],[51.24352773 51.37603205 19.35760432]
1,600,[27.7044176  44.1372999  25.34167002],[19.33374796 25.75617376  8.07463946],[0.03814475 0.05813062 5.35749365],[63.0958486  56.07721773 57.37622074],[155.16814924  11.89067715 119.54803798],[0.11585931 0.1458397  0.20077818],[0.40774576 0.26088248 0.47521831],[ 5.79894442 11.08279696  3.15128492],[0.11585931 0.1458397  0.20077818],[0.7034513  0.70160168 0.78609805],[0.99341858 0.98072951 0.90011415],[0.99682574 0.99346222 0.99182796],[0.99999999 0.99999997 0.99699619],[0.96872147 0.9807564  0.74421116],[0.86851414 0.99863678 0.50930702],[0.99999989 0.99999979 0.99999648],[0.99999868 0.99999933 0.99997972],[0.99972227 0.99879486 0.9985925 ],[0.99999989 0.99999979 0.99999648],[0.99999612 0.99999519 0.99994091],[18.78844047 14.15335027  7.21629195],[21.91309992 18.83183857 17.15053378],[76.01072518 71.76136679 20.71376328],[11.63940526 12.07373634  0.11835781],[ 3.82336937 25.54533375 -6.25785247],[66.36080209 63.77195021 49.23866644],[55.43163192 58.72056712 41.75513331],[32.37244204 26.15647796 25.32324315],[66.36080209 63.77195021 49.23866644],[50.69474019 50.12765305 37.38346219]
1,590,[24.56297832 50.39830547  3.94030006],[19.33312628 25.75278172  8.07357907],[0.04012019 0.06084337 3.48253874],[62.20411574 55.03384091 57.19867614],[155.03388017  12.13797862 117.88364878],[0.12122933 0.15191643 0.20855427],[0.42405906 0.2516658  0.49184503],[ 5.79832124 11.08200375  3.15752068],[0.12122933 0.15191643 0.20855427],[0.73091335 0.72623374 0.81451085],[0.99485974 0.97517653 0.99788333],[0.99682588 0.993464   0.99183249],[0.99999999 0.99999996 0.9987288 ],[0.96950872 0.98153431 0.74445801],[0.8686706  0.99858021 0.5133432 ],[0.99999988 0.99999977 0.99999621],[0.99999857 0.99999938 0.99997818],[0.99972236 0.99879506 0.9985859 ],[0.99999988 0.99999977 0.99999621],[0.99999581 0.99999485 0.99993611],[19.83380047 13.00114681 23.38241068],[21.91337922 18.83298256 17.15167453],[75.5721605  71.36519985 24.45507745],[11.76303856 12.23686902  0.14527704],[ 3.83088864 25.36653814 -6.13607481],[65.9672666  63.41737075 48.9086149 ],[55.09089402 59.03298137 41.45643077],[32.37337552 26.15709964 25.30607252],[65.9672666  63.41737075 48.9086149 ],[50.36210304 49.82793703 37.07505907]
1,580,[24.5619829  50.3976124   3.94224684],[19.33248271 25.75256801  8.07384831],[0.04222858 0.06371292 2.63927941],[61.29754368 53.99771541 57.02410178],[154.89538697  12.38188746 116.14212742],[0.12693676 0.15833489 0.2167381 ],[0.44124385 0.27264914 0.50935974],[ 5.79766583 11.08116323  3.16374478],[0.12693676 0.15833489 0.2167381 ],[0.75979453 0.75203852 0.84456619],[0.9948601  0.97517744 0.99788281],[0.99682602 0.99346417 0.99183389],[0.99999999 0.99999996 0.99926971],[0.97030449 0.98228443 0.74472549],[0.86883197 0.99852333 0.51765263],[0.99999986 0.99999975 0.99999591],[0.99999845 0.99999927 0.99997649],[0.99972246 0.99879528 0.99857934],[0.99999986 0.99999975 0.99999591],[0.99999547 0.99999447 0.99993079],[19.83415248 13.00126626 23.37812031],[21.91366836 18.83305464 17.15138487],[75.12729191 70.96491502 26.86328918],[11.89055954 12.40195779  0.17182752],[ 3.83865129 25.19372845 -6.00679895],[65.56767254 63.05793296 48.57429117],[54.74584758 58.33738301 41.15250436],[32.37435738 26.15775846 25.28896776],[65.56767254 63.05793296 48.57429117],[50.02549773 49.52466374 36.76032272]
1,570,[27.70387491 44.13780076 25.3378748 ],[19.33181692 25.75554272  8.07414245],[0.04448104 0.0667501  2.16326991],[60.3772804  52.9713792  56.85235245],[154.75277486  12.62198523 114.32204039],[0.13300848 0.16511945 0.22535687],[0.45935854 0.28765922 0.52783006],[ 5.79697542 11.08027338  3.16994811],[0.13300848 0.16511945 0.22535687],[0.79018586 0.77908731 0.87640049],[0.99341869 0.98072965 0.90014889],[0.99682617 0.99346272 0.9918354 ],[0.99999999 0.99999996 0.9995094 ],[0.97110699 0.98300496 0.74501645],[0.86899814 0.9984663  0.52225544],[0.99999985 0.99999973 0.99999558],[0.99999832 0.99999919 0.99997463],[0.99972256 0.99879551 0.99857285],[0.99999985 0.99999973 0.99999558],[0.9999951  0.99999407 0.99992489],[18.78861062 14.1532517   7.21759287],[21.9139675  18.83205139 17.15106844],[74.67592205 70.56042728 28.5907824 ],[12.02195003 12.56863989  0.19802779],[ 3.84665207 25.02691215 -5.86960276],[65.16183468 62.69350102 48.23558051],[54.39638509 57.87189954 40.84311423],[32.37539179 26.15845598 25.27195351],[65.16183468 62.69350102 48.23558051],[49.68483591 49.21774288 36.43894436]
1,560,[27.70250879 44.13795908 25.33611668],[19.33112867 25.75530856  8.0744651 ],[0.04688985 0.06996661 1.86001249],[59.44455098 51.95769546 56.68323548],[154.60618302  12.85782119 112.42221383],[0.13947394 0.17229656 0.23443997],[0.47846626 0.28769204 0.5473304 ],[ 5.79624716 11.07933218  3.17612114],[0.13947394 0.17229656 0.23443997],[0.82218531 0.80745672 0.91016454],[0.9934193  0.98072973 0.90016474],[0.99682632 0.9934629  0.99183701],[0.99999999 0.99999995 0.99963736],[0.9719144 0.983694  0.7453338],[0.86916895 0.99840929 0.52717293],[0.99999984 0.99999971 0.99999523],[0.99999818 0.99999919 0.99997258],[0.99972266 0.99879575 0.99856642],[0.99999984 0.99999971 0.99999523],[0.99999469 0.99999363 0.99991832],[18.78903895 14.15322055  7.21819558],[21.91427674 18.83213035 17.15072135],[74.2178436  70.15164946 29.90267939],[12.15717995 12.7364679   0.22390395],[ 3.85488381 24.86611786 -5.72404608],[64.74955945 62.32393319 47.89236326],[54.04239469 57.87090871 40.52800524],[32.37648304 26.15919383 25.25505541],[64.74955945 62.32393319 47.89236326],[49.34002671 48.90708049 36.11059834]
1,550,[27.7016199  44.13812587 25.33438022],[19.33041784 25.7578954   8.07482048],[0.04946854 0.07337509 1.65192186],[58.50065026 50.95988336 56.51650832],[154.45578987  13.08890989 110.44177049],[0.14636554 0.17989505 0.24401926],[0.49863531 0.2873964  0.56794267],[ 5.79547814 11.0783375   3.18225401],[0.14636554 0.17989505 0.24401926],[0.85589839 0.83722915 0.9460253 ],[0.99341967 0.98072982 0.90018051],[0.99682647 0.99346162 0.99183874],[0.99999998 0.99999995 0.99971402],[0.97272485 0.98434951 0.74568056],[0.86934417 0.99835247 0.53242753],[0.99999982 0.99999968 0.99999484],[0.99999802 0.9999992  0.99997031],[0.99972278 0.998796   0.99856007],[0.99999982 0.99999968 0.99999484],[0.99999424 0.99999315 0.999911  ],[18.78931765 14.15318772  7.2187909 ],[21.91459614 18.831258   17.15033907],[73.75283858 69.73849225 30.9332066 ],[12.2962071  12.90489699  0.24949013],[ 3.86333712 24.71139594 -5.56967062],[64.33064448 61.94908144 47.54451458],[53.6837604  57.87983897 40.20690661],[32.37763554 26.15997367 25.23829974],[64.33064448 61.94908144 47.54451458],[48.99097681 48.59257872 35.77494153]
1,540,[24.55113341 50.39374305  3.94395782],[19.32968448 25.7655646   8.0752136 ],[0.05223206 0.07698925 1.50197154],[57.54693497 49.98155097 56.35187593],[154.3018191   13.31472853 108.3801671 ],[0.15371886 0.18794627 0.25412923],[0.51993965 0.2950256  0.58975727],[ 5.79466539 11.07728721  3.18833669],[0.15371886 0.18794627 0.25412923],[0.8914388  0.86849334 0.98416788],[0.99486448 0.97518228 0.99788867],[0.99682663 0.99345779 0.99184058],[0.99999998 0.99999994 0.99976364],[0.97353647 0.98496934 0.74605979],[0.86952357 0.99829605 0.53804275],[0.9999998  0.99999965 0.99999441],[0.99999785 0.99999915 0.9999678 ],[0.9997229  0.99879627 0.99855383],[0.9999998  0.99999965 0.99999441],[0.99999375 0.99999263 0.99990281],[19.83799005 13.00193316 23.37435135],[21.91492567 18.82867223 17.14991621],[73.28067751 69.32086417 31.75976252],[12.43897702 13.07327093  0.27482902],[ 3.87200005 24.56281918 -5.40599974],[63.9048781  61.56879109 47.19190407],[53.32036228 57.65227154 39.8795305 ],[32.37885371 26.16079718 25.22171305],[63.9048781  61.56879109 47.19190407],[48.63759032 48.27413564 35.43161286]
1,530,[27.68210666 44.13808137 25.32678606],[19.32892882 25.76124512  8.07565038],[0.05519695 0.08082388 1.39026716],[56.58481534 49.02672983 56.18898794],[154.14454671  13.53471417 106.23723134],[0.16157312 0.19648448 0.26480736],[0.54245939 0.30498504 0.61287416],[ 5.79380599 11.07617913  3.19435918],[0.16157312 0.19648448 0.26480736],[0.92892918 0.90134494 1.02479779],[0.99342907 0.98073035 0.90024675],[0.99682679 0.99346008 0.99184254],[0.99999998 0.99999994 0.99979754],[0.9743474  0.98555119 0.74647467],[0.8697068  0.99824023 0.5440431 ],[0.99999978 0.99999962 0.99999393],[0.99999765 0.99999909 0.999965  ],[0.99972302 0.99879656 0.99854769],[0.99999978 0.99999962 0.99999393],[0.99999322 0.99999207 0.99989364],[18.79543822 14.15319648  7.22139495],[21.91526524 18.8301285  17.14944642],[72.80111863 68.89867167 32.43103127],[12.58542291 13.24080698  0.29997239],[ 3.88085767 24.42048373 -5.23253829],[63.47203879 61.18290033 46.83439548],[52.9520764  57.36389469 39.5455704 ],[32.38014201 26.16166609 25.20532164],[63.47203879 61.18290033 46.83439548],[48.27976884 47.95164503 35.08023294]
1,520,[24.54774877 50.39202143  3.94313802],[19.32815135 25.76097521  8.07613781],[0.05838156 0.08489504 1.30517711],[55.61574644 48.09991089 56.02743549],[153.984309    13.74826073 104.01319785],[0.16997158 0.20554707 0.27609435],[0.56628159 0.37282524 0.63740402],[ 5.79289704 11.07501107  3.20031175],[0.16997158 0.20554707 0.27609435],[0.9685019  0.93588712 1.0681436 ],[0.99486573 0.97518455 0.99789454],[0.99682696 0.99346031 0.99184463],[0.99999998 0.99999993 0.99982162],[0.97515576 0.98609259 0.74692848],[0.86989348 0.99818525 0.55045398],[0.99999976 0.99999959 0.99999342],[0.99999744 0.99999864 0.99996189],[0.99972315 0.99879686 0.99854169],[0.99999976 0.99999959 0.99999342],[0.99999262 0.99999145 0.99988333],[19.83918757 13.0022299  23.37615702],[21.91561462 18.83021951 17.14892217],[72.31390688 68.47181914 32.97960759],[12.73546556 13.40658006  0.3249817 ],[ 3.8898916  24.2845103  -5.04877239],[63.03189456 60.79123982 46.47184625],[52.57877209 55.61935945 39.20470057],[32.38150477 26.16258212 25.18915086],[63.03189456 60.79123982 46.47184625],[47.9174114  47.62499611 34.72040371]
1,510,[27.68160901 44.13833792 25.32326851],[19.32735283 25.756846    8.07529399],[0.06180625 0.08922012 1.23945749],[54.64121902 47.2060807  55.86674782],[153.82151193  13.95471576 101.70874205],[0.17896204 0.21517493 0.28803448],[0.5915007  0.37702394 0.66346978],[ 5.79193581 11.07378085  3.20618527],[0.17896204 0.21517493 0.28803448],[1.01029993 0.97223133 1.11445983],[0.99342917 0.98073069 0.90027949],[0.99682712 0.99346249 0.9918502 ],[0.99999997 0.99999992 0.99983918],[0.97595975 0.98659091 0.74742464],[0.87008313 0.99813137 0.55730155],[0.99999973 0.99999955 0.99999284],[0.99999721 0.99999861 0.99995842],[0.99972329 0.99879718 0.99853583],[0.99999973 0.99999955 0.99999284],[0.99999197 0.99999077 0.99987172],[18.79559437 14.15314599  7.22260138],[21.91597347 18.83161187 17.14982974],[71.81877289 68.040209   33.42836385],[12.88901338 13.56950661  0.34992878],[ 3.89907946 24.1550456  -4.85416907],[62.58420237 60.39363212 46.10410714],[52.20031566 55.52208703 38.85657365],[32.38294617 26.16354701 25.1732243 ],[62.58420237 60.39363212 46.10410714],[47.55041452 47.2940733  34.3517082 ]
1,500,[27.72361949 44.1399668  25.32418623],[19.32653439 25.75642781  8.07591054],[0.06549369 0.093818   1.18837208],[53.66275023 46.35075685 55.70638835],[153.65664191  14.15337705  99.32501126],[0.18859739 0.22541287 0.30067599],[0.61821915 0.33587497 0.69120781],[ 5.79091974 11.07248632  3.21197155],[0.18859739 0.22541287 0.30067599],[1.05447779 1.01049804 1.16403035],[0.99340871 0.98072966 0.90027364],[0.99682729 0.9934628  0.99185255],[0.99999997 0.99999991 0.99985222],[0.97675757 0.98704333 0.74796667],[0.87027519 0.99807885 0.56461249],[0.9999997  0.9999995  0.99999221],[0.99999695 0.9999989  0.99995453],[0.99972344 0.99879752 0.99853013],[0.9999997  0.9999995  0.99999221],[0.99999125 0.99999003 0.9998586 ],[18.78242238 14.15282546  7.22228661],[21.91634129 18.8317529  17.14916659],[71.31543182 67.60374182 33.79394778],[13.04596244 13.7283289   0.37489654],[ 3.90839422 24.03226397 -4.64817587],[62.12870741 59.98989118 45.73102173],[51.81657183 56.5259128  38.5008239 ],[32.38447006 26.16456245 25.15756279],[62.12870741 59.98989118 45.73102173],[47.17867224 46.95875598 33.9737105 ]
