2656.661682	20.74666667	30.90666667	48.42666667	26.13333333	47.21333333	34.82666667	15.10666667	31.82666667	48.28	50.81333333	-43.49333333	192.8933333
2656.672485	20.68	30.90666667	48.44	26.14666667	47.24	34.82666667	15.16	31.78666667	48.26666667	14.76	25.56	40.78666667
2656.686371	20.66666667	30.90666667	48.4	26.09333333	47.22666667	34.8	15.14666667	31.8	48.28	14.70666667	25.54666667	40.74666667
2656.700348	20.68	30.89333333	48.38666667	26.06666667	47.22666667	34.81333333	15.17333333	31.74666667	48.28	14.74666667	25.53333333	40.76
2656.714233	20.70666667	30.89333333	48.4	26.09333333	47.22666667	34.78666667	15.14666667	31.77333333	48.25333333	14.74666667	25.54666667	40.74666667
2656.72818	20.70666667	30.92	48.36	26.10666667	47.22666667	34.84	15.16	31.82666667	48.29333333	14.76	25.57333333	40.76
2656.742645	20.68	30.88	48.38666667	26.12	47.21333333	34.84	15.10666667	31.8	48.29333333	14.77333333	25.56	40.74666667
2656.757599	20.65333333	30.89333333	48.37333333	26.10666667	47.22666667	34.81333333	15.13333333	31.77333333	48.26666667	14.74666667	25.54666667	40.72
2656.772461	20.68	30.86666667	48.37333333	26.06666667	47.22666667	34.85333333	15.13333333	31.77333333	48.26666667	14.76	25.53333333	40.73333333
2656.787476	20.69333333	30.92	48.4	26.12	47.22666667	34.81333333	15.17333333	31.78666667	48.25333333	14.76	25.57333333	40.74666667
2656.802704	20.69333333	30.93333333	48.38666667	26.13333333	47.26666667	34.84	15.17333333	31.74666667	48.26666667	14.78666667	25.56	40.73333333
2656.818085	20.68	30.89333333	48.38666667	26.10666667	47.21333333	34.8	15.13333333	31.78666667	48.25333333	14.76	25.57333333	40.76
2656.833557	20.65333333	30.89333333	48.37333333	26.06666667	47.2	34.82666667	15.16	31.77333333	48.25333333	14.77333333	25.53333333	40.72
2656.848938	20.66666667	30.86666667	48.37333333	26.09333333	47.2	34.78666667	15.17333333	31.78666667	48.25333333	14.76	25.52	40.74666667
2656.86441	20.68	30.88	48.4	26.14666667	47.24	34.81333333	15.14666667	31.77333333	48.24	14.76	25.54666667	40.72
2656.879822	20.69333333	30.89333333	48.36	26.12	47.25333333	34.77333333	15.13333333	31.76	48.22666667	14.77333333	25.57333333	40.72
2656.895386	20.68	30.90666667	48.37333333	26.10666667	47.21333333	34.8	15.13333333	31.76	48.22666667	14.77333333	25.56	40.72
2656.910614	20.66666667	30.86666667	48.34666667	26.09333333	47.18666667	34.85333333	15.10666667	31.74666667	48.24	14.74666667	25.53333333	40.68
2656.926025	20.66666667	30.88	48.34666667	26.10666667	47.2	34.81333333	15.13333333	31.73333333	48.24	14.76	25.54666667	40.72
2656.941467	20.66666667	30.90666667	48.37333333	26.13333333	47.22666667	34.8	15.18666667	31.76	48.22666667	14.76	25.56	40.70666667
2656.956909	20.70666667	30.92	48.34666667	26.12	47.21333333	34.82666667	15.14666667	31.74666667	48.22666667	14.78666667	25.56	40.72
2656.972351	20.68	30.88	48.36	26.09333333	47.21333333	34.82666667	15.14666667	31.72	48.21333333	14.77333333	25.56	40.70666667
2656.987732	20.66666667	30.86666667	48.33333333	26.09333333	47.2	34.81333333	15.17333333	31.74666667	48.22666667	14.77333333	25.50666667	40.70666667
2657.003143	20.64	30.88	48.34666667	26.14666667	47.24	34.77333333	15.14666667	31.78666667	48.21333333	14.76	25.49333333	40.66666667
2657.018524	20.64	30.90666667	48.34666667	26.10666667	47.24	34.77333333	15.09333333	31.73333333	48.17333333	14.76	25.54666667	40.68
2657.033966	20.66666667	30.90666667	48.33333333	26.10666667	47.22666667	34.78666667	15.12	31.72	48.21333333	14.77333333	25.54666667	40.69333333
2657.049347	20.66666667	30.86666667	48.32	26.10666667	47.18666667	34.77333333	15.12	31.74666667	48.17333333	14.76	25.52	40.66666667
2657.064789	20.64	30.86666667	48.30666667	26.09333333	47.2	34.8	15.09333333	31.73333333	48.21333333	14.76	25.49333333	40.68
2657.080261	20.62666667	30.86666667	48.33333333	26.13333333	47.22666667	34.8	15.12	31.72	48.16	14.74666667	25.49333333	40.66666667
