seed,rmse_ica,rmse_mssa,rmse_ness,rmse_picog,rmse_sheinker,rmse_ream,rmse_ubss,rmse_waicup,rmse_b1,rmse_b2,corr_ica,corr_mssa,corr_ness,corr_picog,corr_sheinker,corr_ream,corr_ubss,corr_waicup,corr_b1,corr_b2,snr_ica,snr_mssa,snr_ness,snr_picog,snr_sheinker,snr_ream,snr_ubss,snr_waicup,snr_b1,snr_b2
10,[30.066195   14.07499859 82.88862471],[29.48357328 26.1825457  82.87607053],[206.02144413   2.38663964  17.09985753],[ 36.04465362  74.01593716 111.33926053],[ 6.94348117 52.31402152 88.76847794],[195.60445877 220.64111896 100.32769749],[32.62238845  3.66366914 18.60406451],[17.10799724 12.42599197 81.2864372 ],[177.22370325 101.49934608 203.05349623],[26.4839341  15.70189477 39.06389474],[0.99230521 0.99856725 0.64029803],[0.99261279 0.99442487 0.64157694],[0.764782   0.9999513  0.97574155],[0.98915673 0.9479378  0.51854578],[0.99960135 0.97301735 0.54827028],[0.81050391 0.20085324 0.05866451],[0.99098955 0.99986828 0.95802182],[0.99755136 0.998728   0.68802077],[0.80343439 0.92142634 0.31924918],[0.99404856 0.99769439 0.8683143 ],[18.07785157 24.0804983  -3.07690209],[18.24781863 18.6892281  -3.07558644],[ 1.36117243 39.49372852 10.63314674],[16.50260384  9.66296065 -5.63997007],[30.80787573 12.67710337 -3.67217888],[ 1.81184597  0.17573647 -4.73542032],[17.36910588 35.77114057  9.90083985],[22.97543754 25.16284413 -2.90736519],[  2.66898483   6.92020062 -10.85921285],[19.179771   23.13042425  3.45748576]
11,[48.87980788 92.88201307 28.96062874],[ 6.71242958 42.80614613 21.53939855],[1.72461907 7.71889516 3.5448396 ],[ 68.37322056 298.62226121  97.50943242],[21.32415647 58.91422066 21.76921692],[ 26.5039764  220.40662912  61.69839866],[ 2.70637802 19.13647383  4.98126646],[ 7.46782421 34.95848526 13.39178715],[ 26.5039764  176.48974334 113.71481037],[ 5.31627802 29.34078486 21.78213147],[0.97924358 0.92038157 0.87879513],[0.99965373 0.98843447 0.94485815],[0.99997514 0.99947824 0.99815057],[0.96319492 0.55761379 0.57338209],[0.99626493 0.9714893  0.93856701],[0.99426586 0.21833507 0.1265338 ],[0.99994303 0.99802067 0.99744803],[0.99953856 0.99302759 0.98213176],[0.99426586 0.82105815 0.47590546],[0.99976779 0.99269984 0.93850125],[13.85683117  7.69083311  6.05683686],[31.10182611 14.41934291  8.62832514],[42.90555727 29.29836265 24.30106482],[10.94170024 -2.45297809 -4.48793599],[21.06198376 11.64506276  8.53614045],[19.17320025  0.18497245 -0.51248126],[38.99165181 21.41222718 21.3462011 ],[30.17553925 16.17841337 12.75622583],[19.17320025  2.11507607 -5.82334404],[33.12726728 17.70003096  8.53098909]
12,[ 62.81095006  59.55671531 154.76800739],[ 71.26849784  54.87480278 160.65748503],[ 4.99086011 61.10858699 19.95310149],[ 22.20844579  90.60663212 160.95576259],[206.08199405 274.7407344  111.37433942],[147.03096116 223.06039763 153.9591168 ],[27.84734673  6.43817569 37.67195941],[ 57.64856135  40.49985881 154.84093919],[236.50177775 112.08527161 413.52347373],[29.63394521 15.44296553 64.41986665],[0.98688794 0.9728935  0.6937501 ],[0.97758167 0.97820554 0.65412217],[0.99981651 0.97320664 0.954038  ],[0.99619468 0.9719784  0.43724685],[0.79249661 0.70782182 0.62348478],[0.89575958 0.19079246 0.03111079],[0.99855841 0.99961513 0.98226343],[0.99245385 0.99181124 0.722622  ],[0.75115175 0.90893789 0.31864425],[0.99355091 0.9981045  0.78363344],[11.67871372 11.55085075 -8.50062724],[10.58146887 12.26200605 -8.8250227 ],[33.67591303 11.32742067  9.29278835],[20.70905764  7.90626574 -8.84113402],[ 1.35862001 -1.7289956  -5.64270624],[ 4.29124505  0.08101606 -8.45511164],[18.74374453 30.87420902  3.7726324 ],[12.4236515  14.90039532 -8.50471935],[  0.16273278   6.05849453 -17.03700676],[18.2036315  23.27485146 -0.88739984]
13,[34.06443274 49.98371466  4.52429357],[20.69229799 16.14747152 14.00211245],[ 0.98018024 61.21262392  7.84392922],[45.70387957 98.62708741 36.98493747],[105.81676173  34.34881059   5.13979235],[51.0757219  38.60431452 75.57777882],[13.50581553  4.95201284 21.36211994],[19.8898888  12.91966115  4.0345124 ],[51.0757219  38.60431452 89.21209458],[11.82294926  9.49140266 21.30829467],[0.99182803 0.97531387 0.9975227 ],[0.99754137 0.99829641 0.97167111],[0.99999209 0.97363484 0.99109186],[0.98468166 0.92210232 0.8802799 ],[0.89849706 0.99087982 0.99613311],[0.97838743 0.98864115 0.62556999],[0.99870904 0.99985835 0.93808821],[0.99815099 0.99896324 0.99804998],[0.97838743 0.98864115 0.5397091 ],[0.99895831 0.99925494 0.93870527],[16.99339775 13.07289493 22.18198103],[21.32324649 22.88737496 12.36912536],[47.81330208 11.31264558 17.40232326],[14.44035964  7.16954134  3.93249881],[ 7.14833163 16.33123144 21.07408511],[13.4751307  15.31674859 -2.2748859 ],[25.0290047  33.15383025  8.7001096 ],[21.66677387 24.82444303 23.17717548],[13.4751307  15.31674859 -3.71547814],[26.18490446 27.50285754  8.7220227 ]
14,[30.94833367 52.69914498 59.87087262],[30.83673228 16.41041298 63.16282628],[1.01957807 4.09178888 5.35408632],[126.83622492  65.56076108 138.07521367],[ 23.64806827 222.55336049  40.63210295],[87.6963056  33.57086335 73.0339731 ],[46.52658397  4.56265818 30.52850684],[19.96380016 12.23045851 58.86559596],[ 58.78522678  33.57086335 195.57133435],[11.6034835   5.95164281 42.2094755 ],[0.99362952 0.97270092 0.91035737],[0.99375911 0.99781689 0.86287169],[0.99999376 0.99984976 0.99599283],[0.89315014 0.96005116 0.66385872],[0.99599618 0.7010356  0.87951603],[0.93638949 0.99047262 0.07580243],[0.99528716 0.99981542 0.95473489],[0.99867326 0.99890051 0.91293859],[0.98263452 0.99047262 0.53808104],[0.99919541 0.99968955 0.87317958],[17.82667556 12.61339412 -0.25131518],[17.85805396 22.74707529 -0.71623451],[47.4710113  34.81120113 20.71928921],[ 5.57455482 10.71658577 -7.50931789],[20.16350756  0.10078237  3.11561058],[ 8.77979501 16.5302153  -1.97750196],[14.28539763 33.86510682  5.59888532],[21.63455669 25.30061073 -0.10423432],[ 12.25405701  16.5302153  -10.53310739],[26.34765319 31.55672832  2.78479747]
15,[30.89967046 38.4110924  23.34922699],[24.64931053 44.65217185 22.25908138],[ 3.4904204  11.04588626  7.46480055],[419.12046577 201.15335634 130.14655396],[ 62.84973085 103.32163177 123.55738456],[238.37277426 222.70416604  35.44051327],[17.77477564 24.53788417 12.17590729],[19.55275358 32.07269225 19.43608333],[118.90501737 207.25553539  35.44051327],[17.48357103 30.89474539  9.24945589],[0.99266025 0.99042432 0.95190729],[0.99560116 0.98517147 0.95846156],[0.99993844 0.9991026  0.99336922],[0.50495929 0.78627235 0.48750923],[0.96798324 0.90977636 0.61881307],[0.17264819 0.18005487 0.92336118],[0.99742658 0.99481589 0.99176775],[0.99746635 0.99503932 0.97983006],[0.89705651 0.73230203 0.92336118],[0.9975161  0.9913859  0.99332938],[17.84034402 15.36033233  7.92754644],[19.80332545 14.05261375  8.34285184],[36.78186621 26.18545416 17.83263242],[-4.80735639  0.97891983 -6.99565688],[11.67335253  6.76564037 -6.54437755],[0.09428795 0.09489867 4.30299653],[22.64333842 19.25272326 13.58296993],[21.81526243 16.92675716  9.52082154],[6.13541736 0.71934273 4.30299653],[22.78681813 17.25177309 15.97067288]
16,[74.13639144 57.94116022 24.07477595],[74.76649471 48.99105698 40.02674672],[4.65305193 3.3892277  4.07310674],[ 38.75215118 189.1312237  138.10669444],[407.60989356 261.56569802  14.26220759],[244.09444466 221.93274605  59.1208017 ],[37.90950625 28.85186264  5.60787238],[69.36085281 40.34975929 20.70468806],[138.03091595 116.47274471 311.27302185],[23.50680181 21.30272688 45.60166915],[0.97752781 0.97499543 0.93368575],[0.97670653 0.98339832 0.83664983],[0.99986162 0.99990403 0.99780041],[0.99107807 0.73882388 0.52818365],[0.56656325 0.5643677  0.97111071],[0.19241517 0.19744586 0.45740509],[0.99695919 0.99462975 0.99564544],[0.98367315 0.9914976  0.95854085],[0.91370119 0.87979749 0.18403355],[0.99741304 0.99620133 0.78749346],[10.23879211 11.78972175  7.6617515 ],[10.16528057 13.24712931  3.24599072],[34.28466299 36.44745055 23.09448076],[15.87350466  1.51420085 -7.51129803],[-4.56547336 -1.30215029 12.20926152],[-0.11173694  0.12503776 -0.14180971],[16.06445841 17.84598838 20.31703415],[10.81713249 14.93264654  8.97162275],[  4.83989357   5.7249793  -14.56983305],[20.21555006 20.48076151  2.1133818 ]
17,[12.93606146 44.78142551 57.09580265],[15.0818638  13.01072699 57.08773679],[1.00203367 1.48940499 6.98808165],[60.41948243 49.27555334 94.76192627],[ 67.37937702  91.75710606 101.81574616],[78.7288335  59.20837846 69.142904  ],[16.46459373  2.50328119  7.6876025 ],[15.26910022 10.94809964 55.40010209],[ 78.7288335   59.20837846 109.66750052],[15.91475669 12.24745106 28.06712211],[0.99913225 0.98082366 0.68291203],[0.99859877 0.99878849 0.68895874],[0.99999485 0.99998657 0.99489176],[0.97075909 0.97740715 0.48435761],[0.96068021 0.93076362 0.65414093],[0.94663205 0.96717979 0.09612111],[0.99776994 0.99994791 0.99134269],[0.99870191 0.99943058 0.73502389],[0.94663205 0.96717979 0.39244183],[0.99785738 0.9985937  0.91390938],[25.40337956 14.02750722  0.16091293],[24.07032068 24.76343422  0.16214007],[47.62177469 43.58920943 18.40583717],[12.01588096 13.1968353  -4.23968102],[11.06888115  7.79667134 -4.86330238],[ 9.71674464 11.60180216 -1.50195573],[23.30840059 39.07927279 17.5771782 ],[23.96315206 26.26269067  0.42278528],[ 9.71674464 11.60180216 -5.50856232],[23.60342091 25.28855124  6.3290389 ]
18,[36.4757424  50.70175246 23.31576872],[35.36378697 26.064285   32.39055525],[4.66074143 5.10254071 9.25685036],[235.98516381 131.2471729   60.02199117],[152.04025776 373.54732541  10.9156868 ],[85.08482665 28.91907027 61.46007325],[15.10054411  2.76310901  6.44352272],[27.3915523  17.78851376 19.34512398],[ 77.80924645  28.91907027 332.70337743],[15.21872812  6.91240712 53.73276917],[0.98990516 0.9750891  0.93470227],[0.99065384 0.9939602  0.87729742],[0.9998388  0.99984135 0.98774664],[0.73403442 0.86937855 0.73342277],[0.84663515 0.28239236 0.98280499],[0.93697564 0.99531012 0.50831428],[0.99804079 0.9999384  0.99425962],[0.99493931 0.99769312 0.96006258],[0.9560579  0.99531012 0.15982038],[0.99825198 0.99972517 0.72994157],[16.39933817 12.94900609  7.94000181],[16.66824566 18.72854918  5.08462873],[34.27032078 32.89373594 15.96373172],[ 0.18172697  4.68766635 -0.27321139],[ 4.00024903 -4.39744712 14.53197526],[ 9.0423786  17.82577897 -0.47886488],[24.05956905 38.22150511 19.1105293 ],[18.88708808 22.04667222  9.56156624],[  9.81879678  17.82577897 -15.14814761],[23.9918538  30.25687932  0.68821213]
19,[33.23182198 44.63635452 18.26834154],[33.56201887 58.71511096 21.16979179],[3.6540283  2.22520244 5.26596098],[101.61446023 111.6438009   68.34889885],[138.41694689 295.07066413  18.8206931 ],[57.37028737 91.10179551 65.9319526 ],[12.34651384 28.95397041  6.93341913],[23.17105628 46.88153077 19.04273765],[57.37028737 91.10179551 82.93519046],[11.78644737 20.35853362 17.0746089 ],[0.9917596  0.99070253 0.94999587],[0.99160313 0.97604694 0.93175516],[0.99989822 0.99996086 0.996066  ],[0.93512868 0.93443142 0.66080805],[0.89406357 0.76833746 0.94917184],[0.97398344 0.95635587 0.08481475],[0.99868979 0.99545256 0.9933485 ],[0.99648418 0.98876965 0.94568291],[0.97398344 0.95635587 0.5243364 ],[0.99892762 0.99721117 0.95782368],[17.20833792 14.05569113 10.05901414],[17.12245943 11.67446778  8.77866485],[36.38398284 40.10207494 20.86344385],[ 7.50031068  6.09277323 -1.40163386],[ 4.81563566 -2.34905518  9.80028433],[12.46568047  7.85892677 -1.08892217],[25.80853402 17.81530298 18.47404749],[20.34050433 13.62942982  9.6984089 ],[12.46568047  7.85892677 -3.08178034],[26.21176255 20.87453563 10.64598129]
20,[14.17275198 49.79034204  6.5822739 ],[19.53440803 17.92254454  9.10364434],[17.18792261  2.04891598  3.3923226 ],[ 87.74700358 226.65920369  65.415913  ],[ 73.58168882 204.63151626   8.55107429],[24.19624999 45.28768645 67.25955178],[8.1323892  6.85295417 2.58149891],[13.76076708 15.29403407  6.13659208],[24.19624999 45.28768645 75.95932125],[ 6.47331699 11.74011602 19.86362035],[0.99836907 0.9767297  0.99437375],[0.99678079 0.99792229 0.98945823],[0.99759543 0.99996379 0.99830607],[0.94965699 0.71127321 0.7999377 ],[0.95352828 0.71895989 0.98946851],[0.99529154 0.98133006 0.54610555],[0.99945394 0.99970555 0.99913244],[0.99841517 0.99862511 0.995585  ],[0.99529154 0.98133006 0.62630693],[0.99965383 0.99876796 0.94757453],[24.61033723 13.10656331 18.92547758],[21.82341587 21.98147214 16.10869094],[22.93495318 40.81898249 24.68305367],[ 8.77477507 -0.05800167 -1.02067156],[10.30402594  0.83001506 16.652583  ],[19.96445971 13.9298628  -1.26208279],[29.43505787 30.33190895 27.05555766],[24.86656809 23.35902443 19.53445148],[19.96445971 13.9298628  -2.31862492],[31.41688349 25.65601773  9.33182847]
21,[15.29453575 56.30002953 55.93117131],[16.76232853 43.21647817 70.25099856],[ 3.65421748  2.44976841 39.35752852],[121.42852541 850.30481357  92.37635421],[227.14969261 382.03757287  26.6359625 ],[28.32908516 51.7116743  74.01284857],[ 3.699534   16.54510091 55.94710129],[15.54203362 32.49580515 55.18493208],[ 28.32908516  51.7116743  315.71624156],[ 6.90377629 13.02932697 55.88836766],[0.99915189 0.9756731  0.77068917],[0.99872844 0.9888922  0.65211991],[0.99989623 0.99994101 0.84031384],[0.97648768 0.16270158 0.64035855],[0.87723897 0.80761638 0.90942737],[0.99577115 0.98749016 0.06894304],[0.99991853 0.99834154 0.73812877],[0.99916841 0.99601716 0.77518121],[0.99577115 0.98749016 0.21513547],[0.99978406 0.99924561 0.73963692],[23.94869499 12.03929305  0.3399183 ],[23.15273401 14.33647806 -1.64005345],[36.38353315 39.2669649   3.39244021],[  5.95300655 -11.54202725  -4.01821978],[ 0.5131779  -4.59265605  6.78362869],[18.59476997 12.77769351 -2.0931458 ],[36.27648051 22.67607709  0.33744479],[23.80926409 16.81291946  0.45658634],[ 18.59476997  12.77769351 -14.6929419 ],[30.85768678 24.75102584  0.34656808]
22,[28.98463883 54.51800038 61.66579821],[24.15885308 36.92446802 61.9174395 ],[0.36612307 3.20421365 1.73486602],[ 73.38663651 176.54430647  81.53556286],[297.4121078  210.05631951 151.02171053],[ 26.54592125 188.92180871  73.60414304],[ 5.33883837 16.03071008 42.38873668],[14.79390615 20.91998896 59.7786288 ],[ 26.54592125  61.56805436 116.28245827],[ 6.47256509 14.95473716 26.91579062],[0.99343406 0.97192576 0.7044134 ],[0.99565613 0.98785972 0.70079196],[0.9999989  0.99990717 0.99958939],[0.95323627 0.85734207 0.56655891],[0.72845534 0.76265756 0.23469964],[0.99583455 0.54728953 0.5465033 ],[0.99985556 0.99826387 0.88306742],[0.9988324  0.99709687 0.75682659],[0.99583455 0.96883571 0.3637646 ],[0.99974409 0.99797592 0.93015632],[18.39606311 12.31866713 -0.50789056],[19.97789472 15.70318056 -0.54326318],[56.36687904 36.93503616 30.50767779],[10.3270813   2.11239118 -2.93394489],[-1.82775193  0.60275047 -8.28779111],[19.15946494  1.5238236  -2.04504863],[33.09048551 22.9504103   2.74798712],[24.23776379 20.63823648 -0.23792239],[19.15946494 11.26235691 -6.0172875 ],[31.41789244 23.55388982  6.69285376]
23,[17.81060997 14.55412781 42.64155685],[21.69128125 18.49043638 44.29972733],[27.81002658  4.37436752 10.51247044],[38.3904954  90.4449994  78.82208164],[16.01702254 52.2335974  75.60028518],[151.70851806  48.77493846  60.27394684],[ 6.57232779  4.82618664 47.02371535],[16.74998339 11.39039147 40.71179027],[ 49.36725087  48.77493846 119.13383249],[10.5931709  10.75382055 25.59919134],[0.99876484 0.99812786 0.81512422],[0.9974926  0.99684332 0.7978691 ],[0.99408795 0.99981225 0.98654028],[0.98926801 0.93431677 0.63065244],[0.99830512 0.97283932 0.59149174],[0.77933977 0.97632    0.51734512],[0.99978001 0.99979647 0.82590365],[0.99901171 0.99905326 0.85349501],[0.98574695 0.97632    0.3985814 ],[0.99924294 0.99887035 0.92131592],[22.6258451  23.78974181  2.69633554],[20.91371686 21.71052229  2.36497552],[18.75539289 34.23116014 14.85890084],[15.95494664  7.9217743  -2.63996142],[23.54778524 12.69046675 -2.27747209],[ 4.01922165 13.2855309  -0.30959603],[31.28503666 33.37738323  1.84665779],[23.15913336 25.91869249  3.09859257],[13.77064211 13.2855309  -6.22770568],[27.13890139 26.4182098   7.12847166]
24,[26.28429249 52.60902132 27.84646482],[11.10440339 43.4381775  27.66859031],[ 1.70508474 28.25866312  4.21262881],[ 62.06449773 146.49006413  75.53764594],[ 81.99542323 165.35090975  36.2319611 ],[ 27.09838063 200.05661592  63.14343355],[ 5.11378465 22.31193733  3.81136201],[ 9.34824648 29.62685105 24.90899612],[27.09838063 94.10173957 70.05861683],[ 5.7942909  20.13707025 16.43199208],[0.99455239 0.97443005 0.88762979],[0.99927341 0.98320539 0.89185537],[0.99998036 0.99265504 0.99760384],[0.96979255 0.82073494 0.64074551],[0.95708594 0.81006605 0.86131906],[0.99408463 0.46326246 0.63616019],[0.99979556 0.99559226 0.99927844],[0.99961492 0.99322892 0.91570079],[0.99408463 0.92566241 0.61115015],[0.99974729 0.99625549 0.96155826],[19.24549515 12.62826104  6.39759522],[26.72951637 14.29203359  6.45325593],[43.00450161 18.02643326 22.80193271],[11.78255607  3.73330212 -2.27027234],[9.36362873 2.68133373 4.11115976],[18.9805542   1.02640714 -0.71356729],[33.46457227 20.07871987 23.67139258],[28.22481788 17.61575562  7.36587209],[18.9805542   7.57751246 -1.61623459],[32.37941508 20.9695398  10.97919225]
25,[34.13421802 20.2883511  61.55560704],[30.19909442 15.65496188 62.58748344],[  1.54748382 104.48739214   3.02038615],[30.1378734  85.4827998  90.06495175],[160.90369446 113.82092321 109.96788711],[68.62964466 52.36360742 85.74415102],[11.17482104 14.02826224 40.44587371],[23.68443648 14.84535048 60.96373321],[ 68.62964466  52.36360742 115.97684396],[15.12901561 12.50791361 24.25620261],[0.99210114 0.99674999 0.78275502],[0.99480225 0.99814687 0.76684804],[0.99997978 0.91837208 0.99874041],[0.99333788 0.94399396 0.66848666],[0.88029978 0.90591145 0.61755387],[0.97081641 0.97426387 0.55550912],[0.99944846 0.99819054 0.88208608],[0.99757673 0.99893776 0.81000287],[0.97081641 0.97426387 0.60140878],[0.99834475 0.99854464 0.9477097 ],[16.97562181 20.90453046 -0.49235579],[18.03954257 23.15642521 -0.6367532 ],[43.84689864  6.6681877  25.69174718],[18.05716889  8.41189074 -3.79811983],[ 3.50810065  5.92502342 -5.53232103],[10.90918597 12.66887434 -3.37109351],[26.67460943 24.10938799  3.15551216],[20.15015985 23.61765639 -0.40843449],[10.90918597 12.66887434 -5.99442914],[24.04320755 25.10576804  7.59654035]
26,[ 61.14503295 103.70152756  44.75307838],[61.23026495 75.36129913 53.32558333],[  2.2336791    5.02738551 535.43338025],[34.46427579 91.99127232 66.2882296 ],[322.43960581 395.60079712  37.15675701],[167.12290878 161.01807433  70.00842293],[ 4.19675638  9.85170745 41.2099146 ],[55.28448099 60.5228883  46.05854324],[122.54493644 157.60510866 221.30090027],[19.47746562 24.11635413 36.22541243],[0.97989299 0.93173746 0.77560189],[0.97994595 0.97568368 0.6220872 ],[ 0.99997387  0.99976932 -0.06689008],[0.99105057 0.92671532 0.60868408],[0.51969581 0.06349753 0.86311181],[0.74072314 0.74000076 0.06575764],[0.99988661 0.99917706 0.75150839],[0.98598544 0.99588355 0.7496327 ],[0.93005736 0.93396712 0.08548377],[0.99755055 0.99678095 0.8201479 ],[11.9121973   6.73376243  2.27653831],[11.9000982   9.50649797  0.75428429],[ 40.65900536  33.02262172 -19.28111227],[16.89203783  7.77453299 -1.13573182],[-2.52954666 -4.89567766  3.89224054],[ 3.17870125  2.91197293 -1.6100093 ],[35.18114577 27.17923536  2.9929623 ],[12.78735624 11.41107259  2.02679263],[  5.87351355   3.09805969 -11.60666703],[21.84877204 19.40323245  4.11272981]
27,[17.242256   19.36775586 32.54193904],[27.14441119 15.12776721 38.47317712],[2.78703742 2.07680152 1.46898479],[45.26213918 68.42413677 80.18944593],[140.29236439  30.4913865   53.10928631],[ 55.72240398 203.46653223  61.17961332],[13.61436113 19.15107517 19.66159001],[19.42661396 12.43318668 33.72710883],[ 55.72240398  74.23185272 123.51945104],[12.21649604 14.7524546  24.86777607],[0.99782858 0.99664715 0.86219913],[0.99413147 0.99790819 0.78149685],[0.99993942 0.99996144 0.99968483],[0.98397749 0.95816195 0.43491446],[0.85723273 0.99081729 0.65789822],[0.974462   0.45400669 0.19598757],[0.99855411 0.99682848 0.96232634],[0.99726481 0.99897344 0.85021382],[0.974462   0.9475797  0.21141354],[0.99875377 0.99785813 0.90901311],[22.90753919 21.30787946  5.04412804],[18.96581246 23.45396884  3.58983555],[38.73656499 40.70156564 31.95265061],[14.52471946 10.34527896 -2.78934767],[ 4.69874028 17.36592204  0.78958728],[12.71882408  0.87960583 -0.43913797],[24.95947564 21.40560228  9.42062387],[21.87147877 25.15781641  4.7334143 ],[12.71882408  9.6376595  -6.54171047],[25.9004878  23.67217976  7.38025763]
28,[35.72798579 90.46845292 90.46828004],[22.35115455 49.05095778 90.99020295],[2.63361069 3.79636904 7.7644135 ],[ 38.67978787 116.86068927 133.17238205],[105.59732185 105.27530722  49.94522435],[60.94913942 37.13639424 63.78587122],[12.78266834  3.7150168  25.66438121],[20.33714349 23.84774109 89.39803068],[ 62.29268853  37.13639424 190.9465094 ],[14.38503273  6.26775011 35.57030613],[0.98937927 0.91640327 0.71429963],[0.99605784 0.9787373  0.7072048 ],[0.99994382 0.99990067 0.99214095],[0.98904211 0.92940795 0.61938835],[0.9091973  0.95136664 0.66107708],[0.96790307 0.98935338 0.07937749],[0.99879878 0.9998825  0.92293654],[0.99679422 0.9961365  0.74177734],[0.96704809 0.98935338 0.55014028],[0.99824054 0.99974083 0.8975824 ],[16.57925031  7.91952223 -3.83693009],[20.65342174 13.23651566 -3.88689609],[39.22838945 35.46209703 17.49082346],[15.8897393   5.69609663 -7.19528678],[7.1663629  6.60293515 1.32311722],[11.94006941 15.65347083 -0.80149325],[25.50699055 35.65024987  7.10638063],[21.47362192 19.50052054 -3.73356245],[ 11.75067947  15.65347083 -10.32523789],[24.48120388 31.10723204  4.27124453]
29,[55.61620667 91.95533437 56.35168596],[55.21214237 36.46419991 67.21626969],[ 7.94204742 11.06211206  3.55286037],[ 22.22408875 101.25052859  98.12406628],[ 17.87068329 213.12349624  50.82922244],[238.36773572  55.59153557  73.44893939],[26.09447999 20.76749743 17.20144338],[50.46724529 32.34413708 56.27170026],[121.35673363  55.59153557 230.73153171],[19.21583946  9.61077073 42.26149143],[0.9833192  0.91875068 0.79355985],[0.98392459 0.9894867  0.69657751],[0.99956014 0.99917927 0.99849515],[0.9963781  0.90847825 0.63949544],[0.99765211 0.8311031  0.77131963],[0.21153512 0.98034842 0.07352431],[0.99637654 0.99720795 0.97023446],[0.98886411 0.9923497  0.80468406],[0.93951062 0.98034842 0.28867062],[0.99767083 0.99938587 0.82273277],[12.73539369  7.77792694  0.2748583 ],[12.79872899 15.81213172 -1.25649155],[29.64077146 26.17270443 24.2814338 ],[20.70294172  6.94151952 -4.54251416],[22.59659781  0.47683886  1.17072726],[ 0.09447155 12.14929209 -2.02671399],[19.30844804 20.70178219 10.58169878],[13.57922898 16.85355412  0.28719583],[  5.9581434   12.14929209 -11.9691424 ],[21.96623374 27.39430116  2.7741002 ]
30,[24.22504695 47.56860836 29.01627999],[ 6.15012523 24.34559691 20.0776469 ],[2.54650214 0.53721825 1.00407823],[59.27358849 95.78669613 41.03376047],[ 10.35643125 229.74185452  46.88122218],[31.37210426 34.46619538 51.22060316],[ 0.82072203  4.36888367 18.00479247],[ 7.26166329 22.59792401 16.20047781],[31.37210426 34.46619538 65.69439101],[ 9.25957136  8.99383028 17.7312206 ],[0.9949575  0.97852906 0.8819629 ],[0.9997002  0.99503639 0.94936018],[0.99994477 0.99999758 0.99989064],[0.97498127 0.91209441 0.80849344],[0.99908917 0.78688409 0.75898242],[0.991828   0.99024983 0.65107936],[0.99999655 0.99983484 0.95832686],[0.99954954 0.99589189 0.97287601],[0.991828   0.99024983 0.70578045],[0.99927125 0.99934675 0.9596671 ],[19.95412842 13.50305658  6.04016192],[31.8617418  19.32105696  9.23874034],[39.52054006 52.44645029 35.2576456 ],[12.18219656  7.42336162  3.03017021],[27.33521844 -0.17533695  1.87301808],[17.70854798 16.30159859  1.10410282],[49.35549919 34.24205589 10.18523419],[30.41869883 19.96809462 11.10244011],[17.70854798 16.30159859 -1.05756924],[28.30760331 27.97057174 10.31822392]
31,[33.81690106 47.74295215 64.80022766],[31.52860055 19.61478705 64.72878966],[ 1.28339021  0.48299039 66.09218166],[127.53610727  65.19403566  45.59694456],[389.8770453  236.74876362 155.62449897],[48.00429293 44.33646031 75.85059768],[11.83352562  7.05914661 22.69097106],[23.5421633  16.18020642 62.77977022],[ 48.00429293  44.33646031 124.15016337],[12.10887891 11.8841992  28.15757222],[0.99294098 0.97837425 0.67093392],[0.99419393 0.9970085  0.67714444],[0.99998992 0.99999815 0.65385891],[0.94863164 0.9598576  0.8842432 ],[0.53458536 0.69532583 0.19253647],[0.98852378 0.98371583 0.09958468],[0.9988588  0.99955592 0.96821159],[0.99801986 0.99837353 0.73370512],[0.98852378 0.98371583 0.30638931],[0.999184   0.99877235 0.92275785],[17.05674483 13.47128011 -0.93853405],[17.66532708 21.19779355 -0.92895314],[45.47224651 53.37069564 -1.11000517],[ 5.52675783 10.76530819  2.11428175],[-4.17913235 -0.43628889 -8.54856274],[14.01381943 14.11424515 -2.30618356],[26.17713786 30.07442146  8.17593495],[20.20249361 22.86978434 -0.66339785],[14.01381943 14.11424515 -6.58594932],[25.97734225 25.55006704  6.30109245]
32,[34.72309461 44.78156337 29.13208226],[38.8046721   8.6200157  22.48347094],[ 9.86091302 19.20136864 12.05312595],[56.55241774 84.31882482 64.93570012],[ 2.09376035 23.56535445 28.4236512 ],[192.64763945  50.18974032  63.59693692],[ 6.55833195 14.60755532  9.59028718],[28.45982756 12.67952523 18.8478679 ],[78.16636022 50.18974032 86.63288494],[11.60395671 12.34796863 18.81897749],[0.98978338 0.98054511 0.88141169],[0.98715613 0.99928327 0.93169832],[0.99917127 0.99637758 0.98087882],[0.97268862 0.93181295 0.63023871],[0.99996641 0.9945565  0.89966166],[0.73946566 0.97596557 0.06950105],[0.99963318 0.99803067 0.98734711],[0.99312935 0.99847567 0.95808301],[0.94851026 0.97596557 0.58416399],[0.99885063 0.99849914 0.95509253],[16.8270525  14.02748048  6.00556603],[15.86174061 28.33930437  8.25572944],[27.76107841 21.38282179 13.67100269],[12.59039744  8.5309746  -0.95667396],[41.22088153 19.60398597  6.21939928],[ 1.94414713 13.03716653 -0.77572739],[31.30355308 23.75791471 15.65636434],[18.55477568 24.98740565  9.787752  ],[ 9.77902318 13.03716653 -3.46065895],[26.34729897 25.21755515  9.80107613]
